제목,링크,내용
경찰, <b>어린이보호구역</b> 신호·속도 위반 등 집중 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011110154,
<b>어린이보호구역</b> 불법 주·정차 단속···위반 무관용 처분,http://www.koit.co.kr/news/articleView.html?idxno=88501,서울시가 어린이보호구역 불법 주정차 특별단속을 실시해 위반시 무관용 처분을 할 방침이다 서울시에 따르면 학기 개학을 맞이해 교통사고 없는 안전한 등하굣길 조성을 위해 일부터 일까지 일간 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.businesskorea.co.kr/news/articleView.html?idxno=74695,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
대구시, 2학기 개학 시기 맞춰 <b>어린이</b> 교통안전 활동 강화,http://www.dkilbo.com/news/articleView.html?idxno=342697, 캠페인 챌린지는 어린이보호구역 내 교통사고가 없는 안전한 도시 구현을 위해  대구교통방송이 진행하는 행사로 참가자가 어린이 교통안전 캠페인 표어 피켓을 들고 찍은 사진을 개인 에 공유하고  
대구시, <b>어린이 보호구역</b> '무인교통 단속장비' 설치 확대,http://www.hidomin.com/news/articleView.html?idxno=462079,대구시가 어린이 보호구역에서의 보행자 안전 확보에 힘을 쏟는다 대구시는 올해와 내년까지 대구지역 어린이 보호구역 내에 신호과속 등 무인교통 단속장비 대를 추가 설치한다고 일 밝혔다 앞서 시는 지난 
김해시, <b>어린이</b> 통학길 안전 위해 <b>보호구역</b> 시설 대폭 확충,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20210824.99099006286,국제안전도시의 위상에 걸맞게 어린이 교통안전에 집중적으로 투자한다김해시는 올해 지역 교통안전 환경 개선사업으로 억 원을 들여 학교 주변 어린이 보호구역에 대한 시설 투자를 늘리기로 했다고 일 밝혔다 이 
오상헌 LCK 대표, ‘<b>어린이</b> 교통 안전 챌린지’ 캠페인 참여,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=005&aid=0001465239,지난해 월 행정안전부가 시작한 어린이 교통안전 챌린지는 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 우선으로 하는 문화를 정착시키기 위해 릴레이 형식으로 
한국아동간호학회 오상은 회장,<b>어린이</b> 교통안전 릴레이 챌린지 동참,https://www.wikitree.co.kr/articles/682666,이 캠페인은 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 전개하고 있다챌린지 참여자는 국민 아이디어 공모를 통해 선정된 단 멈춤 쪽 저쪽 초 동안 고 예방 
60억 투입 <b>어린이보호구역</b> 안전시설 확충,http://www.gnmaeil.com/news/articleView.html?idxno=478481,국비 억 확보 곳 환경개선 신호기 교체대기소 설치 등 내년 전 초교 과속카메라 도입 국제안전도시 김해시가 올해만 억 원을 투입해 지역 내 전체 초등학교 어린이보호구역 안전시설을 추가 설치하거나 
경기도 남부자치경찰위, 2학기 통학로 안전지도 등 '<b>어린이</b>·청소년 안전확보...,http://kpenews.com/View.aspx?No=2017621,또한 경기남부권 어린이보호구역 개소 인근 보행량과 사고내역에 대한 빅데이터 분석을 진행해 올해 말까지 통학로 관리의 과학적 기준을 제시하고 보호구역 주요 교차로에 노란신호등 설치 확대 방안을 협의할 
해남군,&quot;<b>어린이</b> 안전망토로 교통안전 지켜요&quot;,http://www.newsworker.co.kr/news/articleView.html?idxno=126557,해남군은 학교 인근의 어린이 보호구역만으로는 상시적인 어린이 보호에 한계가 있다고 판단 매년 실질적인 어린이 보호를 위한 교통 안전문화운동을 추진하고 있다 올해 신학기에는 어린이 안전우산을 제작해 관내 
경북일고 교장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.veritas-a.com/news/articleView.html?idxno=384326,경북일고는 일 어린이보호구역 내 교통안전 실천 문화 확산을 위해 지난해 월부터 행정안전부가 추진하는 어린이 교통안전 릴레이 챌린지에 동참했다고 일 전했다 캠페인은 대국민 아이디어공모를 통해 선정된 
김정수 삼양식품 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.dailysmart.co.kr/news/articleView.html?idxno=49020,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
대구시, 개학 앞두고 <b>어린이</b> 교통안전 공감대 확산 나서,http://www.ksmnews.co.kr/default/index_view_page.php?idx=347556&part_idx=7, 캠페인 챌린지는 어린이보호구역 내 교통사고가 없는 안전한 도시 구현을 위해  대구교통방송이 진행하는 행사로 참가자가 어린이 교통안전 캠페인 표어 피켓을 들고 찍은 사진을 개인 에 공유하고  
이구영 한화솔루션 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.datanews.co.kr/news/article.html?no=114701,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이구영 대표는 한화솔루션은 이번 
한화솔루션, '<b>어린이</b> 교통안전 릴레이 챌린지' 참여,http://www.paxetv.com/news/articleView.html?idxno=124971,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중입니다 이 대표는 한화솔루션은 이번 캠페인을 
오가초, <b>어린이보호구역</b> 통학로 정비 사업 준공,https://www.ccdailynews.com/news/articleView.html?idxno=2078134, 어린이보호구역 통학로 정비사업 충남 예산군 오가초등학교는 년 월에 년 충청남도 도민참여 예산제 공모사업으로 어린이보호구역 통학로 정비 사업이 선정되어 예산군청의 사업 지원을 받아 지난 월부터 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.thebigdata.co.kr/view.php?ud=202108240952084701d0a8833aad_23,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
김정수 삼양식품 총괄사장, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 동참,http://www.segyebiz.com/newsView/20210824516929?OutUrl=naver,어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 정착시키기 위해 릴레이 형식으로 진행되고 있다 김정수 총괄사장은 삼양식품 본사에서 캠페인 
대구 북구, 초등학교 개학 맞아 <b>어린이</b> 교통안전 캠페인,http://www.kbsm.net/default/index_view_page.php?idx=322145&part_idx=320,이번 캠페인에서는 월 일부터 도로교통법 시행령 개정으로 어린이보호구역 주정차 위반 과태료가 일반도로의 배로 상향됨과 스쿨존 제한속도 준수 어린이 교통안전 수칙 준수 등을 홍보했다배광식 북구청장은 
창녕군, <b>어린이보호구역</b> 정비 및 공영주차장 조성 추진,http://www.enewstoday.co.kr/news/articleView.html?idxno=1505590,창녕군군수 한정우는 어린이보호구역 정비와 공영주차장 조성을 통해 군민의 교통 안전을 도모하고 편의를 증진시켜 살고 싶고 있고 싶은 군을 만들고 있다 지난해 민식이법이 시행되고 어린이보호구역 내 운전 
경기도 남부자치경찰위, '<b>어린이</b>.청소년 안전확보 종합대책' 추진,http://www.ifm.kr/news/317083,자치경찰위원회는 이외에도 경기남부권 어린이보호구역 천곳 인근 보행량과 사고내역에 대한 빅데이터 분석을 진행해 올해 말까지 통학로 관리의 과학적 기준을 제시하고 보호구역 주요 교차로에 노란신호등 설치 
해남군, <b>어린이</b> 교통안전 망토 제작··관내 초등학교에 보급,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202108231504477000827,해남군은 학교 인근의 어린이 보호구역만으로는 상시적인 어린이 보호에 한계가 있다고 판단 매년 실질적인 어린이 보호를 위한 교통 안전문화운동을 추진하고 있다 올해 신학기에는 어린이 안전우산을 제작해 관내 
대구시, 2학기 개학 시기 맞춰 <b>어린이</b> 교통안전 활동 강화,http://www.kbsm.net/default/index_view_page.php?idx=321704&part_idx=320, 캠페인 챌린지는 어린이보호구역 내 교통사고가 없는 안전한 도시 구현을 위해  대구교통방송이 진행하는 행사다 또 일에는 서구 달성초등학교에서 경찰 한국교통안전공단 대구경북본부 도로교통공단 
이구영 한화솔루션 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.getnews.co.kr/news/articleView.html?idxno=546414,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 캠페인을 
[BBS PLAZA] 경북개발공사, <b>어린이</b> 교통안전 릴레이 챌린지 동참,https://news.bbsi.co.kr/news/articleView.html?idxno=3042557,어린이 교통안전 릴레이 챌린지는 지난해 행정안전부 주관으로 시작된 캠페인으로 어린이 보호구역 내 안전한 교육문화 정착을 위해 시작됐습니다 캠페인의 슬로건은 단 멈춤 쪽 저쪽 초 동안 고 예방으로 국민 
대전산단, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=619909,이 릴레이 챌린지는 어린이 보호구역 내 안전실천 문화 확산을 위해 지난해 월 안전행정부에서 시작됐다 참여자는 어린이 교통안전 표어 단 멈춤 쪽 저쪽 초 동안 고 예방이란 문구가 담긴 사진을 공유한 뒤 
대구 북구청, 초등학교 개학 맞아 '<b>어린이</b> 교통안전 캠페인' 실시,https://www.sisa-news.com/news/article.html?no=169884,이번 캠페인은 월 일부터 도로교통법 시행령 개정으로 어린이보호구역 주정차 위반 과태료가 일반도로의 배로 상향됨과 스쿨존 제한속도 준수 어린이 교통안전 수칙 준수 등을 홍보 물품 및 홍보 전단지 배포를 
대구시, <b>어린이</b> 교통사고 예방 캠페인 펼쳐,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=310&aid=0000090195,나서며 어린이가 안전한 대구를 만드는데 최선을 다하겠다며 시민들의 동참도 당부했다   캠페인 챌린지는 어린이보호구역 내 교통사고가 없는 안전한 도시 구현을 위해  대구교통방송이 진행하는 행사이다
한성희 포스코건설 사장, '<b>어린이</b> 교통안전 챌린지' 동참,http://www.shinailbo.co.kr/news/articleView.html?idxno=1450202,어린이 교통안전 릴레이 챌린지는 행정안전부가 어린이 보호구역에 대한 인식 개선과 어린이 보호 문화 정착을 위해 주관하는 공익 캠페인이다 캠페인은 참가자가 단 멈춤과 쪽 저쪽 초 동안 고 예방이적힌 
이구영 한화솔루션 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.ftoday.co.kr/news/articleView.html?idxno=222272,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 해당 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 캠페인을 
대전 서구, '교통안전 가방 덮개'로 <b>어린이</b> 통학안전 지킨다,https://www.ccdailynews.com/news/articleView.html?idxno=2077317, 교통안전 가방덮개 샘플 가방 덮개에는 어린이보호구역 내 차량 제한속도 를 의미하는 숫자 이 표시되며 가방 덮개의 색도 방수 재질의 형광색으로 채택해 운전자의 눈에 잘 띄도록 제작한다 장종태 
울산 남구, '2021년도 <b>어린이 보호구역</b> 개선사업' 추진,https://www.ibabynews.com/news/articleView.html?idxno=97737,남구에 따르면 관내 어린이보호구역으로 지정된 초등학교 등에 통학로의 안전과 범죄예방을 위해 억 만 원을 투입해 어린이 보호구역 개선사업을 시행하고 있다 올해 개선사업은 신규 지정된 송화어린이집에 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://www.ajunews.com/view/20210824101603165,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
강동구, <b>어린이 보호구역</b>내 노상주차장 일제 정비,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065599799546394,서울 강동구구청장 이정훈는 주차장법 및 도로교통법개정에 따라 오는 월일부터 지역내 모든 어린이 보호구역내 노상주차장을 일제 정비한다고 밝혔다 최근 스쿨존 내 어린이 교통사고 위험이 대두되면서 
김정수 삼양식품 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://www.fetv.co.kr/news/article.html?no=94251,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
광진구, 이면도로 내 초등학교 교문에 안전<b>구역</b> ‘노랑안전자리’ 설치 [서울...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003093064,구는 이런 안전 사각지대를 해소하기 위해 이면도로 내 학교 정문 앞에 노랑안전자리를 설치해 등하교 아동이 안전하게 대기할 수 있고 운전자가 어린이 보호구역임을 인지할 수 있도록 했다고 설명했다 노랑안전자리는 
이구영 한화솔루션 대표, <b>어린이</b> 교통안전 챌린지 동참,http://www.smedaily.co.kr/news/articleView.html?idxno=211559,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 캠페인을 
경북개발공사, <b>어린이</b> 교통안전 챌린지 동참,http://www.ksmnews.co.kr/default/index_view_page.php?idx=347558&part_idx=289,어린이 교통안전 릴레이 챌린지는 지난해 행정안전부 주관으로 시작된 캠페인으로 어린이 보호구역 내 안전한 교육문화 정착을 위해 시작됐다 이번 캠페인의 슬로건은 단 멈춤 쪽 저쪽 초 동안 고 예방으로 국민 
올해 강원도 <b>어린이보호구역</b> 사고 50% 급감,https://chmbc.co.kr/article/ki-EVkAFMBqTvlJ,올해부터 어린이보호구역에 과속 단속 카메라가 설치돼 운영되면서 어린이 교통사고가 크게 줄었습니다 강원경찰청에 따르면 올해 월부터 월까지 강원도 어린이보호구역에서 어린이 교통사고가 건 발생했으며 
&quot;주민불편 최소화&quot;… 인천 동구, <b>어린이보호구역</b> 주차장 대체 주차공간 마련,http://www.joongboo.com/news/articleView.html?idxno=363500079,인천 동구가 주차장법 개정 시행으로 어린이보호구역 내 노상주차장이 전면 폐지됨에 따라 주민 불편을 최소화하기 위해 사전 홍보와 더불어 대체주차장 확보를 위한 총력전에 돌입한다 구는 대체주차장 확보 문제에 
이구영 한화솔루션 케미칼 대표, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 동참,https://www.ekn.kr/web/view.php?key=20210820010003232,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 캠페인을 
세종시, <b>어린이</b>식품안전<b>보호구역</b> 위생 점검,http://www.ccnnews.co.kr/news/articleView.html?idxno=228856,세종시청 세종시는 개학기를 맞이해 일부터 일까지 어린이식품안전보호구역 내 어린이 기호식품 조리판매업소 곳을 대상으로 식품 안전 및 위생 상태를 집중 점검한다 어린이식품안전보호구역은 학교 
오상은 한국아동간호학회장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.bosa.co.kr/news/articleView.html?idxno=2157278,이 캠페인은 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 전개하고 있다 챌린지 참여자는 국민 아이디어 공모를 통해 선정된 단 멈춤 쪽 저쪽 초 동안 고 예방 
김태극 티머니 대표, <b>어린이</b> 교통안전 릴레이 챌린지 동참,https://www.ebn.co.kr/news/view/1497555/?sc=Naver,어린이 교통안전 릴레이 챌린지는 지난해부터 행정안전부 주관으로 어린이 보호구역에서 발생하는 교통사고에 대한 경각심을 일깨우고 올바른 어린이 교통안전 문화를 정착시키기 위해 진행 중인 캠페인이다 참여자는 
인천서부교육지원청 '<b>어린이</b>교통안전 릴레이 챌린지 캠페인' 동참,http://www.veritas-a.com/news/articleView.html?idxno=382805,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고 예방과 안전한 교통문화 정착을 위해 지난해 월부터 행정안전부가 추진하는 캠페인이다 해당 캠페인은 국민 아이디어 공모를 통해 선정한 어린이 
스쿨존 <b>어린이</b> 교통사고 지난해보다 50% 감소,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011104225,어린이보호구역 스쿨존에서 발생한 어린이 교통사고가 크게 감소한 것으로 집계됐습니다 강원경찰청은 올해 월부터 월까지 도내 스쿨존에서 어린이 교통사고 건이 발생해 지난해 같은 기간에 비해 절반에 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.newsquest.co.kr/news/articleView.html?idxno=87947,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
스쿨존 <b>어린이</b> 교통사고 지난해보다 50% 감소,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011104089,어린이보호구역 스쿨존에서 발생한 어린이 교통사고가 크게 감소한 것으로 집계됐습니다 강원경찰청은 올해 월부터 월까지 도내 스쿨존에서 어린이 교통사고 건이 발생했다고 밝혔습니다 이는 지난해 같은 기간 
[포토뉴스] 과태료 3배 올려도...<b>어린이보호구역</b> 내 불법주정차 '여전',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000718099,일 대구 시내 한 어린이보호구역에 차량들이 줄지어 주차돼 있다 지난 월 도로교통법 시행령 개정에 따라 어린이보호구역에 불법주정차 시 승용차에는 만원 승합차에는 만원의 과태료가 부과되고 있지만 
한국아동간호학회 오상은 회장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.breaknews.com/829457,이 캠페인은 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 전개하고 있다 챌린지 참여자는 국민 아이디어 
한성희 포스코건설 사장, <b>어린이</b> 교통안전 챌린지 동참,http://www.snmnews.com/news/articleView.html?idxno=482450,어린이 교통안전 릴레이 챌린지는 행정안전부가 어린이 보호구역에 대한 인식 개선과 어린이 보호 문화 정착을 위해 주관하는 공익 캠페인이다 캠페인은 참가자가 단 멈춤과 쪽 저쪽 초 동안 고 예방이 적힌 
김태극 티머니 사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.shinailbo.co.kr/news/articleView.html?idxno=1451325,어린이 교통안전 릴레이 챌린지는 지난해부터 행정안전부 주관으로 어린이 보호구역에서 발생하는 교통사고에 대한 경각심을 일깨우고 올바른 어린이 교통안전 문화를 정착시키기 위해 진행 중인 캠페인이다 참여자는 
김정수 삼양식품 총괄사장, <b>어린이</b> 교통안전 챌린지 동참,http://www.seoulfn.com/news/articleView.html?idxno=429888,어린이 교통안전 릴레이 챌린지에 동참한 김정수 삼양식품 총괄사장이 어린이 보호구역 단 멈춤 쪽 저쪽 초 동안 고 예방이라고 적힌 표어를 들어 보이고 있다 사진삼양식품 김정수 삼양식품 총괄사장이 
대전 서구, <b>어린이</b> 안전 위한 ‘교통안전 가방 덮개’ 제작,http://www.shinailbo.co.kr/news/articleView.html?idxno=1450864,이번 사업은 초등학교 신입생의 안전한 등하교를 위하여 어린이보호구역 내 차량 제한속도 를 의미하는 숫자 을 운전자의 눈에 잘 띄는 형광방수 재질의 덮개에 표시하여 가방 덮개로 사용하는 것이다 이를 
토마토시스템, '<b>어린이</b> 교통안전 릴레이' 챌린지 동참,https://www.ebn.co.kr/news/view/1497859/?sc=Naver,작년 월부터 행정안전부 주관으로 시작된 어린이 교통안전 릴레이 챌린지는 어린이 보호 구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위한 사회적 공감대를 형성하기 위해 시행되는 참여형 공익 
올해 강원도 <b>어린이보호구역</b> 사고 50% 급감,https://mbcnewsgangwon.co.kr/article/ki-EVkAFMBqTvlJ,올해부터 어린이보호구역에 과속 단속 카메라가 설치돼 운영되면서 어린이 교통사고가 크게 줄었습니다 강원경찰청에 따르면 올해 월부터 월까지 강원도 어린이보호구역에서 어린이 교통사고가 건 발생했으며 
경기 광주시, <b>어린이</b> 기호식품 조리·판매업소 지도 점검,https://www.ibabynews.com/news/articleView.html?idxno=98063,광주시는올해 광주 송정초 신현초 개설로 어린이식품안전보호구역 개 구역이 추가된 만큼 어린이 기호식품 우수판매업소 신규 발굴에 박차를 가할 예정이다 신동헌 시장은 개학을 맞아 어린이 식품안전보호구역 내 
삼양식품 김정수 총괄사장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.lawissue.co.kr/view.php?ud=202108241710317193204ead0791_12,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
이구영 한화솔루션 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.businesskorea.co.kr/news/articleView.html?idxno=74472,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 
대전 서구, <b>어린이</b> 안전 '교통안전 가방 덮개' 제작,http://www.ccnnews.co.kr/news/articleView.html?idxno=229088,교통안전 가방 덮개 샘플 사진 이번 사업은 초등학교 신입생의 안전한 등하교를 위하여 어린이보호구역 내 차량 제한속도 를 의미하는 숫자  을 운전자의 눈에 잘 띄는 형광방수 재질의 덮개에 표시하여 가방 
한화솔루션 이구영 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.meconomynews.com/news/articleView.html?idxno=57116,행정안전부는 지난해 월 어린이 보호구역에서 발생하는 교통사고를 에방하기 위해 국민 참여형 방식으로 이 캠페인을 진행하고 있다 이 대표는박성호 하나은행 은행장으로부터 지명을 받아 캠페인에 참여했으며 
경기남부자치경찰위 '<b>어린이</b>·청소년 안전확보 종합대책' 추진,http://www.newspim.com/news/view/20210830000165,경기도 남부자치경찰위원회는 다음달 일 등교확대를 앞두고 경기남부경찰청과 어린이청소년 안전확보 광고 교육환경보호구역 내 금지영업성매매 유사성행위 등 등 불법영업 행위에 대한 점검단속도 추진한다
&quot;속도를 줄여요&quot; <b>어린이</b> 교통안전 강화,http://www.kbmaeil.com/news/articleView.html?idxno=907693, 캠페인 챌린지는 어린이보호구역 내 교통사고가 없는 안전한 도시 구현을 위해  대구교통방송이 진행하는 행사이다 참가자가 어린이 교통안전 캠페인 표어 피켓을 들고 찍은 사진을 개인 에 공유하고  
이구영 한화솔루션 케미칼 대표, '<b>어린이</b> 교통안전' 캠페인 동참,http://www.whitepaper.co.kr/news/articleView.html?idxno=208882,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통 문화 정착을 위해 진행 중인 이번 캠페인은 국민 참여형 방식으로 진행 중이다 이구영 한화솔루션 케미칼 부문 
인천 동구, <b>어린이보호구역</b> 주차장 폐지로 인한 주민불편 최소화 총력,http://www.kmaeil.com/news/articleView.html?idxno=300187,인천시 동구청 인천 동구가 주차장법 개정 시행으로 어린이보호구역 내 노상주차장이 전면 폐지됨에 따라 야기되는 주민들의 불편을 최소화하기 위해 주민을 대상으로 적극적인 사전 홍보를 실시하고 대체주차장 확보를 
[뉴스투데이 E] 삼양식품 김정수 총괄사장, ‘<b>어린이</b> 교통안전 릴레이 챌린지...,https://www.news2day.co.kr/article/20210824500009,어린이 교통안전 릴레이 챌린지는 지난해 월부터 행정안전부가 추진하고 있는 캠페인으로 어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 
김선재 배재대 총장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.dtnews24.com/news/articleView.html?idxno=710482,이 챌린지는 어린이 보호구역 내 교통사고가 연이어 발생하면서 경각심을 일으키기 위해 행정안전부가 지난해 월부터 시작했다 교통안전 문화 확산과 사회적 공감대 형성을 위해 진행하는 대국민 참여 캠페인이다 김 
토마토시스템, '<b>어린이</b> 교통안전 릴레이' 챌린지 동참,https://www.itdaily.kr/news/articleView.html?idxno=204075,어린이 보호 구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위한 사회적 공감대를 형성하기 위해 시행됐다 이번 릴레이 챌린지는 캠페인이 전하고자 하는 어린이 교통안전 슬로건 단 멈춤 쪽 저쪽 초 
광양시, <b>어린이보호구역</b>에 불법주정차 단속 CCTV 운영,https://mpmbc.co.kr/article/pWjJ1QBbaigN-nnynE,광양시가 어린이보호구역 내 불법 주정차 단속 를 추가 설치해 운영에 들어갔습니다 광양시는 지난 월 광양동초등학교 등 관내 어린이보호구역 개소에 불법 주정차 단속 의 추가 설치를 모두 마치고 평일 
한국해부생리학교수협의회 박충선 회장, ‘<b>어린이</b> 교통안전 챌린지’ 동참,http://www.newsway.co.kr/news/view?tp=1&ud=2021082609183973225,어린이 교통안전 릴레이 챌린지는 년 월부터 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 실시하고 있는 공익 캠페인이다 해당 캠페인은 국민 아이디어 
<b>어린이보호구역</b>사고, 특가법 적용 시 처벌 무거워져,http://www.globalepic.co.kr/view.php?ud=2021082713594164246cf2d78c68_29,유치원생이나 초등학생 등 어린이들을 차량 사고로부터 보호하기 위하여 초등학교의 주 출입문을 중심으로 반경  이내를 어린이보호구역으로 지정할 수 있다 어린이보호구역 내에서는 필요에 따라 차량의 통행이 
대전 서구, <b>어린이</b> 안전 위한 '교통안전 가방 덮개' 제작 전달,http://www.newsfreezone.co.kr/news/articleView.html?idxno=331999,교통안전 가방 덮개서구 이번 사업은 초등학교 신입생의 안전한 등하교를 위해 어린이보호구역 내 차량 제한속도 를 의미하는 숫자 을 운전자의 눈에 잘 띄는 형광방수 재질의 덮개에 표시해 가방 덮개로 
부산구치소 <b>어린이</b> 교통안전 릴레이 챌린지 동참,https://www.wikitree.co.kr/articles/680790,부산구치소소장 김영식는 어린이 보호구역 내 교통사고 예방을 위한 어린이 교통안전 릴레이 챌린지에 동참한다고  밝혔다어린이 교통안전 릴레이 챌린지는 어린이 보호 최우선 문화의 정착을 목표로 
강진군, <b>어린이보호구역</b> 휴일 점멸 시범 운영,http://www.nbnnews.co.kr/news/articleView.html?idxno=615285,강진중앙초등학교 앞 어린이보호구역사진제공강진군 이범용 기자 전남 강진군이 오는 일부터 강진군 대구면 대구초등학교 앞 어린이 보호구역 신호등을 휴일에는 점멸 운영한다고 일 밝혔다 지난 월 정부의 
