제목,링크,내용
공유문화~카쉐어링! SO CAR <b>나눔카</b> 체험,https://blog.naver.com/yimjayoung?Redirect=Log&logNo=130178799996,나눔카 체험을 해보았습니다 나눔카는 회원등록 후 신뢰를 바탕으로 운영이 되는 시스템인데요 쏘카 남편 혹은 아빠가 메인카를 끌고 나가셔서 마트가기 불편했던 분들에게 강추 동대문 등 새벽시장에 
자동차 공유하기, <b>나눔카</b>를 소개합니다!,https://blog.naver.com/m_carfe?Redirect=Log&logNo=220993828003,예약을 한 그린카에 탑승을 하면 가끔 담배 냄새가 나서 비흡연자인 저는 불편했어요 차내 흡연 금지를 강화시켰으면 좋겠어요  앞으로 나눔카 이용 계획은 어떤가요 아직 제가 차를 사기에는 경제적인 
‘<b>나눔카</b>’강동구도시관리공단 공영주차장으로 오세요,https://blog.naver.com/tynews?Redirect=Log&logNo=220140136364,특히 나눔카 전용주차구획에 일반 차량이 주차할 경우 나눔카 대여와 반납과정에서 이용객의 혼란과 불편이 빚어지므로 나눔카 전용구획 내 타차량은 절대 주차해서는 안 된다 나의 쓰레기 갖고 
서울시, <b>나눔카</b> 2기 업무체결…그 주인공은?,https://blog.naver.com/120seoulcall?Redirect=Log&logNo=220700822963,또 나눔카 개별 사업자별 회원가입의 불편을 해소하기 위해 이용자가 원할 경우 여러 나눔카 업체에 한번에 회원가입이 가능하도록 통합회원 가입서비스도 함께 개발할 계획입니다 아울러 이용자가 차량 
<b>나눔카</b> 쓸만한가? 시티카를 이용하여 실험해보기 1,https://blog.naver.com/fass777?Redirect=Log&logNo=140201685611,그리고 더 나아가 환경보호에 까지 닿아있는 나눔카 취지도 좋고 실제 써보면 가격이나 편리성에서 평일 오전 시간이라 주차장 이용은 불편하지 않다 도서관 주차장은 분까지는 무료이고 미리 대여할 
쏘카 socar 카셰어링 카쉐어링 공유서울 공유경제 레이 <b>나눔카</b>... ,https://blog.naver.com/cunning04?Redirect=Log&logNo=70189917918,여러분 나눔카 카셰어링 에대해서 혹시 들어본적있으신가요 예전에 티비에서 필요한시간만큼만 어쨋든 물론 소유하는것보다 공유하는것이 불편한게 많아요 내꺼가 아닌 타인과 공유해야하는 자체가 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 현대 올 뉴 아반떼... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=222243029647,전체적으로 운행하는데에 불편함은 크게 없지만 그밖에 다른 편의사항들은 많이 빠져있는지라 참 아쉽다 느껴지는 부분이었습니다 파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음
생활팁♥ <b>나눔카</b>, 모두의주차장, 아이베이비 공유서비스!,https://blog.naver.com/maccuration?Redirect=Log&logNo=220866796609,오늘의 생활팁은 바로 나눔카 모두의주차장 아이베이비까지 벌써 폭넓게 사용되고 있는 일상에 꼭 필요한 생활 공구들 하지만 사자니 아깝고 없으면 불편하셨던 분들 많으시죠 그런 분들을 위한 
내차처럼 이용할 수 있는 <b>나눔카</b> 서비스 37개소 63대 <b>나눔카</b> 운영,https://blog.daum.net/gumin/11267414,사기엔 부담스럽고  없으면 불편하고  강동구는 한두 시간의 짧은 시간동안 갑자기 차량이 필요할 때 언제 어디서나 내차처럼 이용할 수 있는 나눔카 서비스를 실시한다  나눔카는 서울시의 
&lt;홈런즈&gt;카셰어링 &quot;<b>나눔카</b>&quot; 타보셨나요??,https://blog.naver.com/jsuk7394?Redirect=Log&logNo=221322849378,서울의 카셰어링의 브랜드 명칭은 나눔카이다 차량을 소유하지 않아도 필요할 때 언제 어디서나 아직 소유의 경제에 대한 가치관이 자리 잡고 있기 때문에 공유 경제가 익숙하지 않아 불편할 수 있는 
“어디서나 5분 내 이용” <b>나눔카</b> 지점 2배 확대,https://blog.naver.com/yamako05?Redirect=Log&logNo=220628206510,또한 나눔카 이용 중 예약종료시간 및 예약연장여부 등 정보를 제공해 반납지연으로 인한 이용자 불편을 막고 당초 예약한 시간보다 빨리 반납할 경우 요금 일부를 환급해 주도록 해 이용자 부담을 
서울시, 친환경 <b>나눔카</b> 확대 설치,https://blog.naver.com/mdbs4113?Redirect=Log&logNo=221342862848,생각한다라며 접근성이 좋은 노상 예약소를 중심으로 친환경 나눔카를 확대해 시민들이 친환경차량을 친숙하게 느끼고 이용에 불편이 없도록 관리해 나가겠다라고 밝혔다 이범석 기자 
카셰어링 제도는 <b>나눔</b>이다!뭘까?,https://blog.naver.com/silviah1013?Redirect=Log&logNo=220723230235,공항에서 많은 짐때문에 불편한 적 없으셨나요 공항에서 예약부터 이용까지 분이면  카 셰어링 이상 소중한 선물이었습니다 카셰어링 나눔카 년 성과와 과제는 국민리포트
서울 <b>나눔카</b> 주차면확보와 충남 주차공유 활성화,https://blog.naver.com/cartvnews?Redirect=Log&logNo=221575111596,공백 불편을 보완하고 년은 내 집 가까이서 나눔카를 이용할 수 있도록 동네카 시범사업도 실시한다 내집앞 나눔카 주차면을 제공하면 제공자에게는 나눔카 이용요금 를 할인해주고 해당 
<b>나눔카</b>도 환승된다! 티머니로 이용시 300원에서 1000원까지... ,https://blog.naver.com/citycar2015?Redirect=Log&logNo=220712123684,바로 나눔카로 환승 할인받는 법입니다 지하철이나 버스만 가능하셨다고 생각하신 분들  한다는 불편함이 있을 수밖에 없는 것 그래서 서비스 개선방안으로 결정한 것이 바로 회원카드의 
함께 이용하는 <b>나눔카</b>, 내 차처럼 생각하고 양보해 주세요,https://blog.naver.com/120seoulcall?Redirect=Log&logNo=220014308858,혼란과 불편이 빚어집니다 실제 평소 나눔카를 자주 이용하는 회사원 씨는 업무를 보고 나눔카를 반납하려 대여장소로 왔는데 나눔카가 아닌 다른 차량이 주차되어 있어 불편을 겪은 적이 있습니다 주차를 해 
승용차 공동이용서비스 ‘<b>나눔카</b>’ 2기 시동,https://blog.naver.com/peakhill?Redirect=Log&logNo=220700474285,이용자가 여러 나눔카 사업자에 개별적으로 가입해야 하는 불편함을 해소하고자 이용자가 원할 경우 여러 나눔카 사업자에 한 번에 회원가입이 가능하도록 통합회원 가입서비스도 함께 개발할 계획이다 
[<b>나눔카</b> 유카존/서울] 양재시민의숲역 (구룡주차빌딩),https://blog.naver.com/greensquare_?Redirect=Log&logNo=90181298280,후 약  걸어오시면 구룡주차빌딩이 있으며 여기 유카존이 있습니다 원본 이미지 출처  네이버 로드뷰  구룡주차빌딩 거점은 지역주민을 위한 위치로서 지하철역에서 접근시 불편하실 수 있습니다
[제주도 그린카] 차알못이 쓰는 <b>나눔카</b> 그린카로 타본 쉐보레... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=222055575530,드라이브 모드가 버튼으로 이루어져 있네요 눈길스포츠모드차선유지버튼 수입차는 네비가 확실히 불편한점은 있어요 벤츠나 도 네비는 정말 힘들죠 이친구 또한 네비에 있어서는 좋지못한 점수를 
[한국시민뉴스] 내 차인 듯 내 차 아닌 내 차 같은 <b>나눔카</b>!!,https://blog.naver.com/solbim24?Redirect=Log&logNo=220469187506,사기엔 부담스럽고 없으면 불편하고 강동구는 한두 시간의 짧은 시간동안 갑자기 차량이 필요할 때 언제 어디서나 내차처럼 이용할 수 있는 나눔카 서비스를 실시한다 나눔카는 서울시의 공유경제 
서울 <b>나눔카</b> 카셰어링-내가원하는차가 항상 대기하고있다.,https://blog.naver.com/chel4477?Redirect=Log&logNo=220388921464,메르스란놈 참 불편하게 하는구나 토요일에열리는 서초벼룩시장 가는중 작은딸 사무실건물을 서울 나눔카  곧 내차다 신문에서 접하든 그 차주차장서울나눔카주차장이 사무실 
카쉐어링 <b>나눔카</b>(2), 그린카 문제점,https://blog.naver.com/hun4339?Redirect=Log&logNo=220133324239,나눔카 란 명목으로 뭔가 공해도 줄이고 불필요한 차량증가를 막아보자는 뜻에서 진행하는 그래야 정말 불편을 최소화시켜서 이용자가 많이늘어나니까는요그리고 차도 거의 동일차량이니까는 
종로엔 하이브리드, 시청역엔 전기차…서울시, 친환경 <b>나눔카</b>... ,https://blog.daum.net/htiger31/18391291,친환경 나눔카를 확대해 시민들이 친환경차량을 친숙하게 느끼고 이용에 불편이 없도록 관리해 나가겠다라고 밝혔다 첨부 시청역 번출구 전기차 배치 사진 첨부 종로가 부근 하이브리드차 
GA미술봉사단체의 재능기부활동!!기프트카 타고 행복한 <b>나눔</b>... ,https://blog.naver.com/goodartorg?Redirect=Log&logNo=220221096276,재능기부활동과 함께 기프트카 타고 떠나는 행복한 나눔여행 지난 일 현대자동차와 함께한 교통이 불편해서 봉사를 하러 가고 싶어도 못 가는 곳도 있어요 기프트카 셰어링이 저희 같은 단체를 
택시보다 값싼 <b>나눔카</b>, 잘나간다,https://blog.naver.com/khy021?Redirect=Log&logNo=60188682210,못해 불편하기도 본지 기자가 지난 일 서울 명보아트홀 근처 노상 주차장에서 대여한 나눔카 앞 유리에 회원카드를 인식시켜 문을 열고 있다 차량키는 운전석 옆에 매달려 있다 김성룡 기자  
[EV 매니아의 CITYCAR 완전솔직 탐구기] <b>나눔카</b> 서비스는... ,https://blog.naver.com/citycar2015?Redirect=Log&logNo=220683340664,그리고 더 나아가 환경보호라는 문제까지 닿아 있는 나눔카 취지도 좋고 실제 써보면 괜찮아 문제로 불편함이 없는 곳이다 버스나 택시를 이용하려면 집에서 약 을 걸어서 북서울시립미술관 앞 
거동<b>불편</b> 어르신 위한 '사랑의 구르미카' 전달,https://blog.naver.com/gnfeel?Redirect=Log&logNo=221595302720,사랑의 구르미카는 평소 거동이 불편한 노인들의 바깥 출입 시 안전한 보행에 도움이 되고자 경남자원봉사센터에서 제안해 한화디펜스의 지원총 천 백만원과 기술봉사팀의 재능나눔 활동으로 
서울시 승용차 공동이용 ‘<b>나눔카</b>’ 2기 사업 추진,https://blog.naver.com/peakhill?Redirect=Log&logNo=220626761354,이와 함께 나눔카 이용 중 예약종료시간 및 예약연장 가능여부 등 정보를 제공해 반납지연으로 인한 이용자 불편을 막고 당초 예약한 시간보다 빨리 반납할 경우 요금 일부를 환급해 주도록 만들어 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 현대 2020... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=222078588162,너무 불편하고 멋있지도 않아요 오른쪽은 충전포트가 있습니다 충전포트와 일반포트 저 안쪽 청소하기 무지하게 힘들겠네요 더러운거 끼기 딱 좋을 것 같은데 오토홀드 기능은 들어있습니다 확실히 
서울시 <b>나눔카</b> 서비스 연말까지 1천대로 확대,https://blog.naver.com/ktk12300a?Redirect=Log&logNo=100195881530,  주차장 혼잡으로 차량반납 불편 순인 것으로 조사됐다 한편 전기차량 나눔카 서비스에 대해서도 월부터 달 간 회원 명을 대상으로 설문조사한 결과 서비스 만족도 점점 만점으로 전기차 
자동차 공동이용, <b>나눔카</b> 서비스 1000대로 확대,https://blog.naver.com/sn215100?Redirect=Log&logNo=150175769611,  주차장 혼잡으로 차량반납 불편 순인 것으로 조사됐습니다 한편 전기차량 나눔카 서비스에 대해서도 월부터 달 간 회원 명을 대상으로 설문조사한 결과 서비스 만족도 점점 만점으로 
서울시 공유경제, 카셰어링&quot; <b>나눔카</b>&quot; 그리고 &quot;그린카&quot;,https://blog.naver.com/firkorea?Redirect=Log&logNo=221412689527,그 외에도 카셰어링과 연계한 신차 시승 편도 반납 서비스 등 카셰어링에서 불편했던 점을 지속적으로 개선한다는 점도 주목할 만 하다 나눔카는 카셰어링을 조금 더 편하게 주도하면서 실질적으로 도로 
카쉐어링/카셰어링/<b>나눔카</b> * 똑똑한 카쉐어링 쏘카와 함께 하는... ,https://blog.naver.com/pmiran37?Redirect=Log&logNo=220104266141,나눔카라고도 합니다 렌트카와 비슷한 개념이지만 같진 않아요 큰 차이점을 몇 가지 설명드리면  스마트키도 전혀 불편함이나 버벅거림 없이 잘 작동했습니다 기름값도 정확히 당 계산하기 때문에 
<b>나눔카</b>의 또 다른 문제, 잦은 고장 - 인격이 들어나는 또 다른 현장,https://blog.naver.com/fass777?Redirect=Log&logNo=140204191307,더구나 나눔카는 타인과 공유하는 공동의 공간이다 난 내라는 대로 냈으니 나 편한 대로 사용하면 그만이라는 생각이 있다면 많은 사람이 이로 인해 불편을 겪을 것이다 앞의 사람이 채워 두지 않는 연료를 
차없어서 데이트 서러운 커플을 위한 공유서울 <b>나눔카</b>,https://blog.naver.com/songccm?Redirect=Log&logNo=100202389128, 공유서울 나눔카 캬셰어링  뚜벅이 커플은 늘 집근처 데이트를 선호한다 렌트카를 빌리자니 점이 불편하다 물론 전기차가 아닌 경우에는 일반 주유소에서 충전 카드를 제시하고 충전을 할 수도 있지만 
.서울시, 승용차 공동이용 <b>나눔카</b> 홈페이지 5월1일 서비스개시,https://blog.naver.com/w826w?Redirect=Log&logNo=220995780521,또 사 이용자가 사 나눔카를 이용하려면 사 사이트에서 다시 회원가입해야 하는 불편함이 있었다 이러한 번거러움 해소를 위해 나눔카 홈페이지에서 나눔카 개 사업자에 동시 회원가입할 수 있는 
차알못이 쓰는 <b>나눔카</b> 그린카로 타본 기아 쏘울EV (KIA SOUL)... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=222092004368,ㅋㅋ 핸들에 각종 리모컨이 장착되어 있으나 생각보다는 불편한 배열입니다 손을 이리저리 움직여야 하는 배열  좌측 버튼 배열입니다 통풍은 없고 열선시트 장착이구요 그밖의 특이사항은 없는 듯 하네요 
카리반 캠핑카 출입문 손잡이 진공유리문 손잡이 완빵이네요.,https://blog.naver.com/jamji1999?Redirect=Log&logNo=222501323290,그래서 타고 내릴때 여간 불편한 것이 아닌데 요 제품 호기심에 사봤는데 너무 좋아서 정보 공유차 써보니 좋아서 추가로 개 구매해서 여기저기 나눔한다 르노마스터 캠핑카에 부착하고 사용해보니 
서울시 <b>나눔카</b> 서비스 연말 1000대 확대,https://blog.naver.com/peakhill?Redirect=Log&logNo=140197035702, 주차장 혼잡으로 차량반납 불편 순으로 조사됐다 전기차량 나눔카 서비스는 월부터 달간 회원 명을 대상으로 설문조사를 진행한 결과 서비스 만족도 점점 만점으로 전반적으로 보통 
[카셰어링 유카] 서울 <b>나눔카</b>(카셰어링) / 전기차 예약 · 이용... ,https://blog.naver.com/youcarr?Redirect=Log&logNo=220470721006,공유서울 나눔카라는 브랜드로 서울시에서 운영중인 전기차 카셰어링에 대해 알아보겠습니다 이용하려고 탔는데 충전량이 이면 많이 불편하겠죠 작은 배려가 공유경제를 활성화 시킵니다 
<b>나눔카</b>, 편도서비스 도입회원카드 티머니로 통합,http://startnana.egloos.com/11088192,이렇게 되면 개 업체의 회원 가입 시  별도 회원카드를 발급받아야 했던 불편이 사라지게 된다 나눔카 업체를 이용할 때마다 별도 회원카드를 만들어야 했던 불편함을 해소하기 위해 개 업체의 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 제주도에서 타본 현대... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221727882742,좀 불편 계기판은 모두 전자식으로 되어있어요 최고속도는 까지 나와있네요 우측에는 배터리 브레이크나 탄력운행시에는 그 힘을 이용해서 베터리가 소량 충전됩니닷 요게 참 불편했어요 
[장애인 콜택시 대신 쏘카!] 차알못이 쓰는 <b>나눔카</b> 쏘카... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221752274647,휠체어 타시는 분들이 정말 불편해하시는 이동수단 관련해서 작성해보려해요 쏘카에 그렇게 많지는 않지만 카니발에 휠체어슬로프가 장착되어 있는 차량이 있더라구요 몸이 불편하신 분들은 조금이나마 더 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 신형 카니발... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221462488089,채워야하는 불편함이 있다 대형트럭에서는 많이 봤지만 요즘에는 승합차에도 많이 쓰이고 있다 저 사람의 불편함을 조금이나마 해결해 줄 수 있게 뒷자석에서 본 센터콘솔 뒷편 잭과 온열시트버튼 
내차, 너차, 우리차 카쉐어링 '쏘카',https://blog.naver.com/m_carfe?Redirect=Log&logNo=110174147404,제주도를 선정한 이유는 제주도는 차가 없으면 정말 불편한 도시다 꼭 한가정당 자동차대는 소유  쏘카 할인 이벤트  여름휴가 지원하는 이벤트 나눔의 의미를 떠올리게 하는 쏘카 쏘카의 
서울 강동구, 내 차인 듯 내 차 아닌 <b>나눔카</b> 37개소 63대 운영,https://blog.naver.com/peakhill?Redirect=Log&logNo=220469909090,사기엔 부담스럽고 없으면 불편하고 서울 강동구가 한두 시간의 짧은 시간 갑자기 차량이 필요할 때 언제 어디서나 내 차처럼 이용할 수 있는 나눔카 서비스를 실시한다 나눔카는 서울시의 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 벤츠C200 (BENZ... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221449872958,가운데는 주로 네비제어용 버튼들이 잇다 개인적으로 비엠이나 벤츠나 터치가 아니라 하나하나 돌려서 주소입력하는 시스템은 정말로 불편한듯 그래도 말끔하게 잘 조합되어있는 센터페시아 비싸면 
차알못이 쓰는 <b>나눔카</b> 쏘카로 타본 지프 레니게이드(Jeep... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221322325993,오히려 불편하다는 사람들도 있는데 나는 이게 훨씬 편하다 내부로 들어와서 계기판 투박한모습과 꽤나 불편해보였다 소형로 나온 탓에 앞자리에 편히 앉으니 운전석 의자가 뒤쪽 의자에 거의 닿았다 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 제네시스 G80... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221323276664,벌려주어 불편함을 최대한 덜어준다 통풍시트 장착되어있고 메모리 시트도 다 갖추어져 있어 운전하는데 전혀 불편함이 없다 또한 소음이 정말 적어서 큰 차량을 끄는 힘이 어디서 나오는지 궁금할정도로 
차알못이 쓰는 <b>나눔카</b> 쏘카(Socar)로 타본 2018 르노... ,https://blog.naver.com/wjsxla01?Redirect=Log&logNo=221327405972,훨씬 불편하다 멈춰서 보고 써야지 운전중에 곁눈질로는 절대 불가능몇년 타야 가능하지 싶다 찾기가 불편하다 약 키로정도를 타고 반납했는데 주유 눈금이 정말 저 세세한 눈금 한칸도 안내려갔다 
그린카를 사용해보자!! / 그린카 사용방법 / 그린카 예약,https://blog.naver.com/copykim05?Redirect=Log&logNo=220509530663,차가 보이네요 여기는 나눔카 주차장으로 그린카만 주차 할 수 있습니다 내차처럼 그린카의 문구가 참 않기에 불편한 점도 많습니다 또한 개인적으로는 장거리여행 시 그린카를 빌려 떠나는 것 보단 시간 
카셰어링과 함께떠난 청춘 내일로,https://blog.naver.com/m_carfe?Redirect=Log&logNo=220661674509,카셰어링 나눔카이란 앱을 이용해 공영주차장 등에 배치된 차량을 예약 이용할 수 있는 분 단위 무인 렌터카 서비스 입니다 모비스 통신원은 지하철이 없어 뚜벅이에겐 불편하지만 훌륭한 
카셰어링(카쉐어링) 시스템 개발 구축 사례 &quot;쏘카 SoCar&quot;,https://blog.naver.com/dkscjf89?Redirect=Log&logNo=150186901794,그러나 사용자들이 불편해하고 즉시 사용할 수 없어 후불결제 방식으로 전환시켰다 회원카드를 그런데 지금은 서울시 나눔카 사업자로서 상용카셰어링 사업자로서 당당한 모습을 보이고 있습니다 
카쉐어링 추천 &quot; 쏘카 &quot; 타고 나들이다녀왔어요! - 카셰어링 추천 -,https://blog.naver.com/loveanais?Redirect=Log&logNo=220070962162,솔이 태어나기 전에는 그래도 그차에 낑겨서 잘 타고 다녔는데 다섯식구 타기엔 불편하고 작년에 카드 이용하여 차문 여실 분들은 요 패드에 살포시 대주시면 되요 나눔카 라는 멘트가 인상적이죠 
르노마스터 캠핑카 꾸미기- LG룸앤TV브라켓설치 그리고... ,https://blog.naver.com/jamji1999?Redirect=Log&logNo=222296773598,티비 브라켓은 제임스킴 동생이 나눔해 줘서 감사히 받아서 설치를 해본다 이 브라켓으로 말할것 정말 불편했다요금도 비싸고 하지만 룸앤티비 달고 옴니빔 달아주니 정말 편하다 방송이 왠만한데는 
[그린카] IONIQ 그린카 후기(Feat. 쏘카 VS 그린카),https://blog.naver.com/goodthing28?Redirect=Log&logNo=222063379306,요롷게 나눔카 주차구역이 있답니다 저희는 주차장입구로 그냥 걸어서 지하층까지 이동하였습니다 조금 불편하게 느껴졌습니다 그린카 그린카대여 대치동주민센터그린존 아이오닉하이브리드 
쏘카, 취약계층 여름나기 용품 기부,https://blog.socar.kr/10435,년 월 일 보도자료  쏘카가 코로나 유행 장기화로 불편을 겪는 사회 취약계층의 여름철 방역위생 관리를 위한 물품들을 기부합니다 서울시 나눔카 이용 적립금 만원 장애인복지관협회에 
카셰어링 서비스 'SO CAR',https://blog.naver.com/zzanggi1206?Redirect=Log&logNo=220548743322,공급자 측면에서의 효과로는 서울시서울시 나눔 카  의 공유경제의 활성화라고 할 수 실제로 이용해보고 어떤 점이 사용자에게  로 다가오는지 또는 어떤 점은 불편한지에 대해서 
PC게임 와우 불성 클래식 베타키 <b>나눔</b> &amp; 간단한 후기,https://blog.naver.com/cowai?Redirect=Log&logNo=222322636634,마찬가지로 요즘 와우도 나쁘지 않지만 조금은 불편하다고 느껴질 수 있는 불타는 성전 클래식은 우리에게 다시 한번 큰 재미를 선사할 것으로 기대된다 베타라서 그런지 모르겠으나 현행과 다르게 그래픽 
<b>나눔카</b>, 공항·터미널 등에서 ‘편도서비스’ 시행,https://blog.naver.com/kiaclubs?Redirect=Log&logNo=150184806774,나눔카 주차장에서 차를 빌리면 반드시 그 주차장에 차를 반납해야 하는 불편함을 해소하기 위해 이용자가 원하는 목적지에 반납하는 편도서비스가 시범 도입되는 등 나눔카가 한 단계 진화한다 또 
그린카, 서울시 ‘<b>나눔카</b>’와 카셰어링 활성화 업무협약 체결,https://blog.naver.com/dailycar?Redirect=Log&logNo=220701444181,이 외에도 그린카는 나눔카 사업자로서 사회적 책임을 다하기 위해 차량이용에 불편을 겪는 장애인과 저소득층을 위해 그린카 무료이용 쿠폰을 제공하고 롯데그룹 계열사와 연계한 사회공헌활동을 
[특별한 겨울 여행] 카셰어링 서비스 '쏘카' 이용해서 국립 중앙... ,https://blog.naver.com/wungstar?Redirect=Log&logNo=220258974771, 쏘 굿카 이렇게 이용내역을 확인해 볼 수있다 차 없을때 편리하게 이용할 수 있는게 셰어카의 큰 장점 일산에도 여러곳의 쏘카존이 있어서 이용하는데는 크게 불편하지 않았다 다양한 이벤트도 
[그린카]기아 니로 하이브리드 시승기,https://blog.naver.com/mcdeca?Redirect=Log&logNo=220721810521,잘 알려져있는 쏘카 그린카 외에도 시티카 한카 등 여러 나눔카 주차장으로 활용되고 있었다   하지만 아쉬운 것은 열 폴딩과 트렁트의 단차가 약간은 불편할 수 있을것이라 생각이 든다 
롯데 그린카, 서울시 <b>나눔카</b>와 MOU,https://blog.naver.com/perec?Redirect=Log&logNo=220700039745,브랜드인 나눔카 사업자로 카셰어링 서비스 활성화를 위한 업무협약을 체결한다고 일 밝혔다 그린카는 사회적 책임을 다하기 위해 차량이용에 불편을 겪는 장애인과 저소득층을 위해 그린카 무료이용 
여름 휴가, 렌트카 보다 저렴하고 합리적인 최저가 그린카... ,https://blog.naver.com/greencar_fan?Redirect=Log&logNo=220066698441, 렌트카와 그린카 카셰어링 가격 비교 서울시 나눔카 사업자이자 국내 카셰어링 업계 위인 우리의 하는 불편함이 있죠 반면 카셰어링은 무인 차고지 개념이라 시간 언제나 이용 가능하답니다 또한 
승용차 공동이용서비스 <b>나눔카</b> 2기 본격 시동 건다... ,https://blog.naver.com/dunchon-apt?Redirect=Log&logNo=220700161378, 또한 이용자가 여러 나눔카 사업자에 개별적으로 회원 가입해야하는 불편함을 해소하기 위해 이용자가 원할 경우 여러 나눔카 사업자에 한 번에 회원가입이 가능하도록 통합회원 가입서비스도 함께 
연천 청산사랑 <b>나눔</b> 회, 사랑의 실버 <b>카</b> 지원,https://blog.daum.net/kyunginmaeil/3043,연천군 청산면지역사회보장협의체 청산사랑 나눔 회원들이 일 거동이 불편한 저소득 어르신 명에게 노인의 보행을 돕는 실버 카보행활동 보조기를 전달하고 이들을 격려를 했다 사랑의 실버 카 지원 
