제목,링크,내용
구미시, <b>어린이</b>기호식품 조리·판매업소 지도점검,http://www.kbmaeil.com/news/articleView.html?idxno=908629,지도점검은 어린이 기호식품의 안전하고 위생적인 판매환경을 조성하기 위한 것으로 학교주변 분식점 학교매점 문방구 편의점 등 어린이 식품안전보호구역학교의 경계선으로부터 직선거리  내 조리판매업소를 
경기도, 인공지능으로 사회문제 해결 '판교 AI 챌린지' 참가 접수,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004716141,이번 경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 인공지능 과제를 가지고 어린이 
광주시, <b>어린이</b> 기호식품 조리·판매업소 170개소 집중 점검,http://www.weeklytoday.com/news/articleView.html?idxno=400506,소비할 수 있는 환경을 조성하도록 노력하겠다고 밝혔다 한편 시는 올해 광주 송정초 신현초 개설로 어린이식품안전보호구역 개 구역이 추가된 만큼 어린이 기호식품 우수판매업소 신규 발굴에 박차를 가할 예정이다
여수시, <b>어린이보호구역</b> 안전사고 예방 ‘총력’,http://www.metroseoul.co.kr/article/20210907500178,여수시 어린이보호구역 내 노란신호등 모습 여수시가 어린이들의 안전한 등 하굣길을 위해 어린이보호구역 교통안전시설물 확충에 박차를 가하고 있다 시는 올해 국비 확보 등 약 억 원의 예산을 확보하고 
용인시의회 김운봉 의원 대표발의 '용인시 금연<b>구역</b> 지정 및 간접흡연 피해방...,http://www.kmaeil.com/news/articleView.html?idxno=303133,주요 내용은 금연구역에 도로교통법에 따른 어린이 보호구역 하천법에 따른 하천구역의 보행로 등을 추가로 지정하는 것이다 김운봉 의원은 조례의 개정을 통해 어린이 보호구역과 하천의 보행로 등을 
<b>어린이보호구역</b> 불법 주·정차 단속···위반 무관용 처분,http://www.koit.co.kr/news/articleView.html?idxno=88501,서울시가 어린이보호구역 불법 주정차 특별단속을 실시해 위반시 무관용 처분을 할 방침이다 서울시에 따르면 학기 개학을 맞이해 교통사고 없는 안전한 등하굣길 조성을 위해 일부터 일까지 일간 
교통표지판 가리는 위험한 가로수들…지자체·경찰 '공조' 나섰다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005629661,도로 주변에 식재된 가로수가 속도제한이나 진입금지 어린이보호구역 등 교통안전표지를 가려 운전자가 표지판 확인을 못해 급하게 속도를 줄이거나 심지어 역주행하는 사례가 나타나 교통사고 위험을 높인다는 우려가 
AI로 사회문제 해결책 모색…'판교 AI 챌린지' 참가자 접수,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002212268,경진대회 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 개발한 인공지능 과제를 가지고 어린이 보호구역 내 
광양시, <b>어린이보호구역</b>에 불법주정차 단속 CCTV 운영,https://mpmbc.co.kr/article/pWjJ1QBbaigN-nnynE,광양시가 어린이보호구역 내 불법 주정차 단속 를 추가 설치해 운영에 들어갔습니다 광양시는 지난 월 광양동초등학교 등 관내 어린이보호구역 개소에 불법 주정차 단속 의 추가 설치를 모두 마치고 평일 
[여론마당]<b>어린이보호구역</b> 24시간 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=087&aid=0000858547,지난해 일명 민식이법도로교통법 제조 시행에 따라 어린이보호구역 내 무인 교통단속장비 설치 사업을 진행하고 있다 도내에는 지난해 대를 설치하여 준공검사 성능검사 시범운영계도기간 개월을 거쳐 
영암경찰, <b>어린이</b> 교통안전 합동 캠페인,http://www.jndn.com/article.php?aid=1630830992322858109,이번 캠페인은 어린이보호구역 주정차 위반 과태료 향상 스쿨존 제한속도 준수 어린이 교통안전 수칙준수 등을 홍보하고 홍보용품을 전달했다 이와 함께 어린이 교통사고 예방을 위한 통학로 시설물 점검과 
금호타이어, 전국 초등학생 대상 ‘100% 비대면 교통안전교육’ 실시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=029&aid=0002698830,금호타이어에서 제작한 워크북에는 안전한 보행법 어린이 보호구역에서 지켜야 할 안전수칙 교통안전 표지판 바퀴 달린 놀이기구의 안전한 이용법 도전 안전 골든벨퀴즈 내가 만드는 안전한 학교 가는 길 
남양주시 조안면 <b>어린이</b>들 대체 무슨일로 대권 후보자들에게 손편지를?,http://www.breaknews.com/833874,어린이들이 일 상수원 규제 개선의 간절한 희망을 담은 소망 편지를 주요 대권 후보자들에게 부쳤다 조안면은 년 개발제한구역을 따라 상수원보호구역으로 
경기북부경찰, 스쿨존 시설개선…주민의견 듣는다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010742559,경기북부경찰청은 경기도북부자치경찰위원회와 어린이보호구역스쿨존 내 교통사고 예방 등 어린이 안전를 위해 도로시설개선을 추진한다고 일 밝혔다 경찰은 먼저 주민들의 눈높이에 맞는 시설개선을 위해 다음달 
&quot;학교 안&quot; vs &quot;학교 밖&quot; 세종 도심 통학차량 승하차<b>구역</b> 놓고 '씨름',https://www.cctoday.co.kr/news/articleView.html?idxno=2148974,문제는 월부터 도로교통법 개정에 따라 어린이 보호구역 내에서는 원칙적으로 모든 차량의 주정차가 금지된다는 점 어린이가 통학용 차량에 승하차하기 위한 경우는 구역시간방법 및 차의 종류를 정해 일정한 
광주 스쿨존 사망사고 화물차 운전자, 항소심서 감형,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000763252,광주광역시의 한 어린이보호구역스쿨존에서 사망사고를 낸 화물차 운전자가 항소심에서 감형받았다 일 광주고법 형사부위광하 박정훈 성충용 고법판사는 가중처벌 등에 관한 법률 위반어린이보호구역 치사 
2021 청주공예비엔날레 조직위, ‘<b>어린이</b> 교통안전 릴레이 챌린지’동참,http://thepublic.kr/news/newsview.php?ncode=1065603860539238,어린이 교통안전 릴레이 챌린지는 어린이보호구역 내 교통안전 실천 문화 확산을 위해 지난해 월부터 행정안전부에서 추진해온 캠페인이다 조직위는 공식 에 어린이 
광주 스쿨존 사망사고 항소심서 감형…징역 2년 6개월,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003218677,광주 어린이보호구역스쿨존에서 사망 사고를 낸 운전자가 항소심에서 감형받았다 광주고법 형사부위광하 박정훈 성충용 고법판사는 일 특정범죄 가중처벌 등에 관한 법률 위반어린이보호구역 치사 등 
천안시, 불법주정차 시민신고제 24시간 운영,http://www.dtnews24.com/news/articleView.html?idxno=712378,앞서 시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지하는 등 어린이 안전사고 예방을 위해 노력하기도 했다 천안시 관계자는 
순창군, 5대 불법주정차 주민신고제 운영,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010740995,이는 행정안전부 안전신문고 앱을 통해 대 불법주정차 금지구역에서의 위반사항을 신고하는 것으로 횡단보도 소화전 반경  이내 교차로 모퉁이  이내 버스 정류소  이내 어린이보호구역 등이 해당된다 
날씨 따라 오락가락하는 <b>어린이</b> 안전,http://www.gocj.net/news/articleView.html?idxno=116974,대전 둔산의 한 어린이 보호 구역에 설치한 속도계가 최근 이어진 가을 장마로 작동을 하지 않고 있다 일조량이 부족해 작동에 필요한 태양광 충전이 충분하지 않기 때문이다 주요 도심부의 차량 속도를 제한하는 안전 
[센터뉴스] 유튜브, 백신 '가짜뉴스'와의 전쟁…허위정보 차단 外,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000506891,  스쿨존서 초등생 사망사고화물차 기사 선고심 인천지방법원 인천지방법원은 오늘일 오후 어린이보호구역 치사 혐의로 구속 기소된 대 화물차 운전기사 씨에 대한 선고공판을 진행하는데요 씨는 지난 
경기도, 10월 6일까지 '판교 AI 챌린지' 접수,http://www.weeklytoday.com/news/articleView.html?idxno=409247,이번 경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 인공지능 과제를 가지고 어린이 
CJ대한통운, '노란 발자국'으로 안전한 <b>어린이</b> 등하굣길 조성,http://apnews.kr/View.aspx?No=2050376,신문 김상준 기자  대한통운이 경기도 군포시 어린이 보호구역 횡단보도 개소에 노란 발자국을 설치하며 어린이들을 위한 안전한 등하굣길 만들기에 나섰다일 대한통운에 따르면 
남양주시, 이동식 '찾아가는 장난감 도서관' 운영,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=018&aid=0005047000,상수원보호구역 등 각종 규제로 어린이들의 생활까지 제약 받는 남양주 조안면 등 지역에 장난감을 가득 실은 자동차가 달린다 경기 남양주시는 지난 일 와부조안행정복지센터에서 조광한 시장과 이철영 시의회 의장 
'인공지능으로 사회문제 해결'…경기도 'AI 챌린지' 접수,http://www.upinews.kr/newsView/upi202109300004, 판교   포스터 경기도 제공 이번 경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하는 게 
[제천소식]오순근·이아란 주무관 적극행정 공무원 표창 등,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010743351,오 주무관은 청전지하도 시설물 귀속과 청소년 문화공간 조성 업무를 적극 추진했고 이 주무관은 어린이보호구역 정비를 통한 안전한 통학로 조성에 기여했다 시 적극행정지원위원회는 코로나 안심콜 출입관리서비스 
&quot;공유킥보드 이용자 3%만 안전모 착용…인도 통행도 여전&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=586&aid=0000029442,소비자원이 서울 주요 지하철역 주변 개 지점에서 전동킥보드 주정차로 인한 통행 및 시설 이용 방해 사례 건을 분석한 결과점자 보도블록과어린이 보호구역 등에 주정차해 교통약자 및보행자의 통행을 
&quot;횡단보도 앞 잠시 멈춤&quot;…CJ대한통운, 군포시에 '노란 발자국' 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005624540,대한통운은 경기 군포시 어린이 보호구역 횡단보도 곳에 교통사고 예방을 돕는 노란 발자국을 설치한다고 일 밝혔다 노란 발자국은 어린이들이 횡단보도 신호대기 시 안전거리를 유지할 수 있도록 차도와 가량 
인천시, <b>어린이보호구역</b> 교통신호 노란신호등으로 모두 교체,https://www.asiatoday.co.kr/view.php?key=20210913010006761,월까지 개교 교차로 곳 교체 어린이보호구역 곳곳확대 설치 인천시는 인천경찰청과 협업해 관내 초등학교 등 개교 교차로 곳에 교통신호등을 노란신호등으로 교체해 차량속도  서행과 
인공지능으로 사회문제 해결, ‘판교 AI 챌린지’ 접수,http://www.mediagunpo.co.kr/sub_read.html?uid=12884&section=sc12,이번 경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 인공지능 과제를 가지고 
천안시, 불법주정차 시민신고제 24시간 '운영',http://www.chungnamilbo.co.kr/news/articleView.html?idxno=625354,앞서 시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지하는 등 어린이 안전사고 예방을 위해 노력하기도 했다 시 관계자는 
전동킥보드 이용자 80%는 헬멧 안쓰고 주행,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=032&aid=0003100350,점자 보도블록이나 어린이 보호구역 등에 세워 교통약자를 포함한 보행자의 통행을 방해하는 사례가 로 가장 많았고 차도나 대중교통 승강장 등에 세워 교통흐름을 방해하는 사례는  소방시설과 같은 주요 
천안시, 불법주정차 시민신고제 24시간 운영,http://www.newsfreezone.co.kr/news/articleView.html?idxno=338185,앞서 시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지하는 등 어린이 안전사고 예방위해 노력하기도 했다 시 관계자는 불법주정차 
전남자치경찰, 수확철 농산물 절도·교통사고 예방 강화,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010740792,전남자치경찰위원회는 최근 정기회의를 하고 가을 수확철 교통사고 예방 대책 추진 자치경찰위원회 감사 및 징계 등 요구에 관한 규칙 자치경찰사무 성과평가 계획 어린이보호구역 무인단속 과다지점 개선 
천안시, 불법주정차 시민신고제 24시간 확대,http://www.ccnnews.co.kr/news/articleView.html?idxno=232891,앞서 시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지하는 등 어린이 안전사고 예방을 위해 노력하기도 했다 시 관계자는 
전주지역 초등학교에 ‘교통안전 투명우산’ 등장,http://sjbnews.com/news/news.php?number=724442,또 어린이보호구역에 대한 경각심을 높일 수 있도록 제한속도인 와  문구를 넣었다 박정석 센터장은 어린이들의 등하굣길 안전을 위해 다양한 교통사고 예방물품을 나누는 활동을 확대해 나갈 
서울시, 초고령사회 대비 '어르신복지종합계획' 발표…'25년 어르신 일자리센...,http://www.weeklytoday.com/news/articleView.html?idxno=409150,어르신 보호구역 확대  교통약자인 어린이를 배려하는 어린이 보호구역처럼 교통안전사고 위험이 높은 어르신을 위한 어르신 보호구역을 개소에서 년 개소까지 확대한다 전통시장 교차로 등 어르신들이 
임희택 한국사회보장정보원 원장, ‘<b>어린이</b> 교통안전 릴레이 챌린지’동참,http://www.thebigdata.co.kr/view.php?ud=202109011758117753d0a8833aad_23,어린이 교통안전 릴레이 챌린지는 행정안전부가 어린이 보호구역 내 안전한 교통 문화를 확산하기 위해 지난해 월 시작한 캠페인으로 대국민 아이디어 공모를 통해 선정한 교통안전 슬로건단 멈춤 쪽 저쪽 초 
광양시, <b>어린이보호구역</b> 17개 소 불법주정차 단속 CCTV 운영,https://www.ibabynews.com/news/articleView.html?idxno=97945,광양시 전남 광양시가 어린이 교통사고 예방을 위해 어린이보호구역 개 소에 불법주정차 단속 를 설치 운영하고 일부터 보호구역 내 불법주정차 차량에 과태료 만 원을 부과한다 시는 도로교통법 시행령 
신호 없는 횡단보도 사고 빈발…법 개정 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011128555,또 차량 신호만으로는 보행자에게 언제 통행을 해도 되는지 분별하기 어려운 경우 어린이보호구역 등의 횡단보도 등에 신호등을 설치하게 하고 있습니다 앵커 그런데 최근 신호등이 없는 횡단보도에서도 사고가 
제주경찰청, 초등학생 대상 '교통안전 지도 제작' 공모전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005624492,제주경찰청 관계자는 이번 공모전을 계기로 운전자들은 어린이 보호구역은 절대적 교통안전확보 구역 어린이는 움직이는 빨간 신호등이라는 사실을 잊지 말고 안전운전을 해 달라고 당부했다 한편 최근 
인천서부경찰서, <b>어린이</b> 교통사고 예방 등굣길 교통안전 캠페인 실시,http://www.nbnnews.co.kr/news/articleView.html?idxno=618629,캠페인에 참여한 관계자는 현재 정문 앞 주정차로 인해 어린이 교통사고 위험이 높은데 월 일 부터는 어린이보호구역 내에선 원칙적으로 모든 차의 주정차가 금지되며 어린이 통학 차량도 허용된 곳에서만 
스쿨존 안전은 주민 뜻에 따라…경기북부경찰, 안전시설 개선사업 실시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0005047562,경기북부경찰청은 경기도북부자치경찰위원회와 공동으로 어린이보호구역 내 안전시설 확보를 위해 도민과 함께하는 어린이보호구역 도로안전시설 개선 사업을 진행한다고 일 밝혔다 이에 따라 주민들은 내달 
경기도, '판교 AI 챌린지' 접수,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004437229,어린이보호구역 위험행동 감지 등 평가우승 상금 만 원 경기도는 다음달 일까지 사회문제 해결을 위한 판교  인공지능 챌린지 접수를 진행합니다 이번에 진행하는  인공지능 챌린지는 
&quot;전동킥보드 탈때 상당수 안전모 미착용…주·정차 위반도 빈번&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=082&aid=0001121026,소비자원이 서울 주요 지하철역 주변 개 지점에서 전동킥보드 주정차로 인한 통행 및 시설 이용 방해 사례 건을 분석한 결과 점자 보도블록이나 어린이 보호구역 등에 세워 교통약자를 포함한 보행자의 통행을 
제천시, 21년 상반기 적극행정 우수공무원 선정,http://www.gukjenews.com/news/articleView.html?idxno=2317568,가로등주에 어린이보호구역 시트를 부착하는 등 안전한 통학로 조성에 노력했다 이밖에도 코로나 안심콜 출입관리서비스 도입 의림지뜰자연치유특구 지정 의림지 진입도로 확포장 문화재청 승인 등 많은 
순창군, 불법 주정차 주민신고제 운영,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002211894,이내 어린이보호구역 등이다 년부터 불법 주정차 주민신고제가 시행된 이후 해마다 신고 건수가 증가하고 있지만 점차 시간이 흐르면서 주민들의 질서의식이 느슨해져 위반 건수도 크게 증가하고 있다고 
태백시, 가을 개학맞이 <b>어린이</b> 기호식품 조리‧판매업소 지도점검,http://www.cfnews.kr/news.aspx/50986,이번 점검은 어린이 기호식품에 대한 안전하고 위생적 판매환경 조성을 위해 어린이 식품안전보호구역 내 조리판매업소 여 곳을 대상으로 실시한다주요 점검 내용은 무신고 제품 판매 유통기한 경과제품 사용 
장수경찰서, 스쿨존 안전 무빙툰 제작 언택트 홍보,http://sjbnews.com/news/news.php?number=724368,이번 제작된 무빙툰은 스쿨존 내 등하굣길 어린이 안전확보를 위한 어린이 보호구역 내 안전운행 및 안전보행 관련 홍보를 내용으로 하고 있다 경찰서는 제작된 무빙툰을 교육청 및 각 학교 홈페이지 게시 및  등 
보행자 대기 중에도 ‘일시정지’…사고 줄일까?,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011128840,고석준인근 주민  어린이 보호구역도 있고 그런데 차를 멈춰야지 저렇게 지나가는 지금도 지나가고 있잖아요 사람이 서 있는데도 부산의 횡단보도 가운데 신호등이 설치되지 않은 곳은 천 백여 곳으로 전체의 
불법 주정차 여기는 안됩니다.,https://www.wikitree.co.kr/articles/692700,이내 어린이보호구역 등이다 년부터 불법 주정차 주민신고제가 시행된 이후 해마다 신고 건수가 증가하고 있지만 점차 시간이 흐르면서 주민들의 질서의식이 느슨해져 위반 건수도 크게 증가하고 있다 대 
전동킥보드 이용자 상당수 '안전모 미착용'…주·정차 위반도 빈번,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004975244,소비자원이 서울 주요 지하철역 주변 개 지점에서 전동킥보드 주정차로 인한 통행 및 시설 이용 방해 사례 건을 분석한 결과 점자 보도블록이나 어린이 보호구역 등에 세워 교통약자를 포함한 보행자의 통행을 
불법도로점용 노점상 단속뒷짐. 5대 불법 주정차 주민신고제 운영 눈총,http://sjbnews.com/news/news.php?number=724419,한편 순창군은 일 대 불법 주정차 금지구역에서의 위반사항을 신고하는 것으로 대 불법 주정차 금지구역은 횡단보도 소화전 반경  이내 교차로 모퉁이  이내 버스 정류소  이내 어린이보호구역 등을 
제천시, 2021년도 상반기 적극행정 우수공무원 선정,http://www.jbnews.com/news/articleView.html?idxno=1347924,게다가 운전자들의 안전 운전을 유도하기 위해 한전주와 가로등주에 어린이보호구역 시트를 부착하는 등 안전한 통학로 조성에 노력한 점이 좋은 점수를 얻었다 이상천 제천시장은 앞으로도 지속적인 적극행정 
신호 없는 횡단보도 사고 빈발…법 개정 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011128702,고석준인근 주민  어린이 보호구역도 있고 그런데 차를 멈춰야지 저렇게 지나가는 지금도 지나가고 있잖아요 사람이 서 있는데도 부산의 횡단보도 가운데 신호등이 설치되지 않은 곳은 천 백여 곳으로 전체의 
행안부, 16일까지 사고다발 <b>어린이보호구역</b> 집중점검,https://www.asiatoday.co.kr/view.php?key=20210912010006498,행정안전부는 어린이보호구역에서의 교통사고를 줄이기 위해 교통사고가 잦은 어린이보호구역에 대한 사고원인 분석 및 교통안전시설 개선을 위한 관계기관 합동 현장점검을 실시한다고 일 밝혔다이번 점검은 
전남자치경찰, 수확철 교통사고·절도 예방 주력,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001892484,계획안 어린이보호구역 무인단속 과다지점 개선계획안 등을 심의의결했다 전남자치경찰위원회는 가을 수확철 교통사고 예방대책으로 농촌지역 주민 교통사고 예방 홍보 및 야광경광등 배부 국도상 농기계 
천안시, 불법주정차 시민신고제 24시간 운영,http://www.jejutwn.com/news/article.html?no=93973,앞서 시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지하는 등 어린이 안전사고 예방을 위해 노력하기도 했다 시 관계자는 
&quot;AI 통한 사회해결 아이디어 창출&quot; 경기도, '판교 AI Challenge' 참가 접수,http://www.job-post.co.kr/news/articleView.html?idxno=36191,경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 이와 함께 개발한 인공지능 과제를 갖고 어린이 
법제화에도 헬멧 착용 3%…전동 킥보드, 얼굴·머리 부상 '빈번',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000987069,한국소비자원 조사 결과 주정차 기준을 위반한 공유 킥보드 중 점자 보도블록이나 어린이 보호구역 등에 세워 교통약자를 포함한 보행자의 통행 방해가  자동차 통행 방해  소방시설과 같은 주요 안전시설을 
'스쿨존 과속' 작년 136만건 적발…3년만에 4배 폭증,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010734495,기사내용 요약작년 어린이 보호 구역 속도 단속 만건 년 대비 배 수준올해도 경신 추세 단속 장비 증가 영향인식 개선도 필요 위반 늘면서 과태료도 증가작년 억원 서울뉴시스 이윤희 기자 
제천시, 2021년도 상반기 적극행정 우수공무원 선정,http://www.bzeronews.com/news/articleView.html?idxno=489633,가로등주에 어린이보호구역 시트를 부착하는 등 안전한 통학로 조성에 노력하였다 이밖에도 코로나 안심콜 출입관리서비스 도입 의림지뜰자연치유특구 지정 의림지 진입도로 확포장 문화재청 승인 등 많은 
DB손보, <b>어린이</b> 교통안전·소외계층 지원 앞장,http://www.kpinews.co.kr/news/articleView.html?idxno=158347,사진손보 손해보험은 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치소외계층 지원을 위한 사랑나눔봉사협약을 체결했다고 일 밝혔다 옐로 카펫 설치 캠페인은 
DB손해보험, <b>어린이</b> 교통안전·소외계층 지원 위한 옐로카펫·사랑나눔봉사 협...,http://www.newscj.com/news/articleView.html?idxno=905394,손해보험대표 김정남이 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 일 밝혔다 어린이 교통사고 예방을 위해 
제천시 상반기 적극행정 실천 우수공무원 선발,http://www.cctimes.kr/news/articleView.html?idxno=674863,우수공무원은 도시재생과 이아란 주무관으로 어린이가 안전하게 등하교할 수 있도록 노후 안전펜스 보도블럭 등 가로 시설물을 교체했으며 운전자의 안전 운전을 유도하기 위해 한전주와 가로등주에 어린이보호구역 
CJ대한통운, 군포 지역 내 교통안전 '노랑발자국' 60개 설치,http://www.seoulfn.com/news/articleView.html?idxno=433073,대한통운은 굿네이버스와 군포 지역 내 어린이집 초등학교 등 어린이 보호구역 횡단보도 개소에 노란 발자국을 설치한다고 일 밝혔다 노란 발자국은 어린이들이 횡단보도 신호대기 시 안전거리를 유지할 수 
화성시문화재단 이종원 대표이사, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://www.asiatoday.co.kr/view.php?key=20210916010010137,재화성시문화재단 이종원 대표이사가 일 어린이 교통사고 예방과 어린이 보호 최우선 문화 정착을 위한 어린이 교통안전 릴레이 챌린지에 동참했다어린이 교통안전 릴레이 챌린지는 어린이 보호구역 안에서 
경기도, 인공지능으로 사회문제 해결한다…10월 6일까지 ‘판교 AI 챌린지’ ...,http://www.jejutwn.com/news/article.html?no=93355,이번 경진대회의 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 인공지능 과제를 가지고 
DB손보, 옐로카펫·사랑나눔봉사 협약 체결,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002532790,손해보험은 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 일 밝혔다 어린이 교통사고 예방을 위해 손보가 추진하고 있는 
유씨티코리아 안붕혁 대표이사, ‘<b>어린이</b>교통안전 릴레이 챌린지’ 동참,https://www.sisa-news.com/news/article.html?no=170728,어린이 교통안전 챌린지는 지난해 월부터 시작한 행정안전부가 어린이 보호구역 내 교통사고 예방 및 안전한 교통문화 정착을 위해 국민참여방식으로 진행 중인 캠페인이다 국민 아이디어 공모를 통해 선정한 어린이 
대구시, <b>어린이 보호구역</b> '무인교통단속장비' 설치 확대,https://www.geconomy.co.kr/news/article.html?no=131652,년까지 무인교통단속 장비 대 추가 설치 지이코노미 홍종락 기자 | 대구시는내년까지어린이보호구역보행안전확보를위해무인교통신호과속단속장비대를추가설치한다 년 
<b>어린이보호구역</b>사고, 특가법 적용 시 처벌 무거워져,http://www.globalepic.co.kr/view.php?ud=2021082713594164246cf2d78c68_29,유치원생이나 초등학생 등 어린이들을 차량 사고로부터 보호하기 위하여 초등학교의 주 출입문을 중심으로 반경  이내를 어린이보호구역으로 지정할 수 있다 어린이보호구역 내에서는 필요에 따라 차량의 통행이 
양산경찰서, 백동초등학교 <b>어린이보호구역</b> 현장점검,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065563617745157,백동초등학교 어린이보호구역 현장점검을 나섰다 점검 대상이 된 백동초등학교는 지역 특성상 인근 소주 공단으로 들어서는 대형 화물 차량들의 교통량이 많은 지역으로 늘 교통사고의 위험성이 노출되어 있어 사실상 
양산경찰서 백동초 <b>어린이보호구역</b> 현장점검,http://www.gndomin.com/news/articleView.html?idxno=287310, 양산경찰서는 지난 일 소주동에 위치한 백동초등학교 어린이보호구역 현장점검을 나섰다 양산경찰서 양산경찰서서장 정성학는 지난 일 오후 경남경찰자치위원회 출범 이후 교통안전 분야의 주요 시책 과제 중 
<b>어린이보호구역</b> 사고 하교시간 집중…경찰, 학교앞 집중단속 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003212302,지난 년간 서울 어린이보호구역에서 발생한 교통사고 가운데 유치원초등학교 저학년세과 하교 시간대인 오후 시에 사고가 몰린 것으로 조사됐다 서울경찰청은 초등학교 전면 등교에 맞춰 어린이보호구역 
경찰, 초등학교 ‘전면 등교’에 맞춰 <b>어린이보호구역</b> 집중단속 실시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004960647,서울경찰청은 다음 달 일부터 예정된 초등학교 전면등교에 맞춰 어린이 교통사고 예방을 위한 어린이보호구역 교통법규위반 및 불법 주정차 집중 단속을 실시한다고 일 밝혔다 경찰이 최근 년간 상반기 
