한국재능기부협회  한국커피바리스타협회 닥터클린과 업무협약,상생과 협업으로 기부문화 정착 앞장  한국재능기부협회는 재능기부 발전과 올바른 커피문화 정착을 위해  한국커피바리스타협회  닥터클린과 업무협약을 체결했다고 9일 밝혔다  이번 협약식에 따라 바리스타협회와   
이희준  이승기 커피차에 감동  마지막 촬영 힘이 난다 ,이희준이 이승기 커피차에 감사인사를 전했다  배우 이희준은 9일 오후 자신의 인스타그램을 통해   보고타    이번에 공개된 사진에는 이승기가 영화  보고타  촬영현장에 보낸 커피차 앞에서 인증샷을 남기고 있는   
 김태희   비   보이스  김무열 커피차 선물 인증  곽프로 파이팅  M  SNS ,가수 비 정지훈 가 영화  보이스  팀과 배우 김무열의 커피차 선물을 인증했다  비는 9일 오후 자신의    사진 속에는 커피차 앞에서 인증샷을 찍는 훤칠한 비의 모습이 담겨 있다  또 다른 사진 속 그는 화사한 미소로   
커피계의 에르메스   스페셜티 커피 맛보셨나요  ,예루살렘에는  진흙커피 가 있다  주전자에 원두를 직접 넣고 끓이는 식으로 일반적으로 생각하는 블랙커피보다 더 진하고 묵직한 맛과 향을 낸다  본 기자가 2년 전에 갔던 예루살렘은 메마른 도시면서 뿌리 깊은   
 드립커피 한 잔 ,9일 오후 서울 강남구 세텍에서 열린  2021 서울카페 베이커리페어 에서 드립커피가 제조되고 있다  2021 09 09  kch0523 newsis com 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다  뉴스 가치나 화제성이   
 자연 속 커피 여유  엔제리너스  롯데아울렛 타임빌라스 입점,롯데GRS 커피 프랜차이즈 엔제리너스가 롯데프리미엄아울렛 타임빌라스점에 자연친화 콘셉트 매장을 오는 10일 개장한다고 9일 밝혔다   타임빌라스 는 시간 Time 과 빌라스 Vilas 의 합성어로  시간도 쉬어가는 공간   
이혜성  셔츠 입으니 달라보여  커피 프린스 변신  우동클 , 우리동네클라쓰 가 커피 프린스로 변신한다  10일 방송되는 신개념 동네 메이크오버 버라이어티쇼 LG 헬로비전  커넥티비티  우리동네 클라쓰 이하 우동클  에서는 멤버들이 작업복을 벗고  커피 프린스 로   
채널명,내용
이희준  이승기의 커피차 선물에 힘 불끈  고마워   스타IN  ,선물한 커피차를 인증했다  이희준은 9일 자신의 인스타그램에   보고타  이승기 승기야 고마워 마지막 촬영 힘이난다   라는 글과 함께 한 장의 사진을 게재했다  공개된 사진 속 이희준은 이승기가 보낸 커피차 앞에서   
대전 중앙로지하상가 방역 방범 커피 서비스 로봇이 한다,2대   플레토로보틱스 커피바리스타로봇 1대가 오는 11월까지 투입된다  중앙로 지하상가 물류서비스와 야간 방역 순찰 서비스를 실증하며  바리스타 로봇은 방문객들에게 커피를 제공한다  2단계는  트위니   
이디야커피   두부텐더 콥샐러드  출시,이디야커피는 한끼 식사 대용  두부텐더 콥샐러드 를 출시한다고 7일 밝혔다  두부텐더 콥샐러드는 부드러운    이디야커피는 샐러드 신제품 출시 기념으로 프로모션을 진행한다  그릴드 치킨 샐러드와 두부텐더 콥샐러드   
한국재능기부협회  한국커피바리스타협회 닥터클린과 업무협약,상생과 협업으로 기부문화 정착 앞장  한국재능기부협회는 재능기부 발전과 올바른 커피문화 정착을 위해  한국커피바리스타협회  닥터클린과 업무협약을 체결했다고 9일 밝혔다  이번 협약식에 따라 바리스타협회와   
시럽 없이 커피 달게 마시는 법   이것 만 바꾸세요,쓴 커피를 못 먹는 사람들은 단맛을 더하기 위해 시럽을 넣는 경우가 많다  그러나 시럽이 건강에 좋지 않다는 것은 익히 알려진 사실  시럽 없이 단맛을 낼 수는 없는 걸까  놀랍게도 커피를 담는 잔의 색깔만 바꿔도 맛이   
이혜성  셔츠 입으니 달라보여  커피 프린스 변신  우동클 , 우리동네클라쓰 가 커피 프린스로 변신한다  10일 방송되는 신개념 동네 메이크오버 버라이어티쇼 LG 헬로비전  커넥티비티  우리동네 클라쓰 이하 우동클  에서는 멤버들이 작업복을 벗고  커피 프린스 로   
 김태희   비   보이스  김무열 커피차 선물 인증  곽프로 파이팅  M  SNS ,가수 비 정지훈 가 영화  보이스  팀과 배우 김무열의 커피차 선물을 인증했다  비는 9일 오후 자신의    사진 속에는 커피차 앞에서 인증샷을 찍는 훤칠한 비의 모습이 담겨 있다  또 다른 사진 속 그는 화사한 미소로   
커피의 역설  마셨더니 더 졸리다 ,커피의 주성분은 카페인이다  마시면 정신이 맑아지고  기운이 난다  그런데 반대의 효과가 나타나기도 한다  커피를 마셨더니 더 피곤하고 잠이 쏟아지는 것  미국  뉴욕타임스 가 카페인의 역설에 관한 전문가 의견을   
페르노리카  커피 리큐르  깔루아 오리지널  패키지 리뉴얼,커피 리큐르 브랜드 깔루아는  깔루아 오리지널  제품의 패키지를 리뉴얼 출시했다고 8일 밝혔다  패키지 리뉴얼 출시한  깔루아 오리지널  제품  사진 페르노리카코리아 깔루아는 셰계적으로 성장하고 있는 커피   
커피빈코리아  가을 시즌 MD 출시,커피빈코리아는 가을을 맞아 다양한 시즌 MD를 출시한다고 8일 밝혔다  커피빈은 이날부터 전국 매장에서 가을 컬러를 입힌 시즌 MD들을 선보일 계획이다  타이벡 가방 파우치 세트를 비롯해 1차 가을MD 제품들   
채널명,내용
이디야커피  깔끔한끼  두부텐더 콥샐러드  출시,이디야커피는 가볍고 깔끔하게 즐길 수 있는 한끼 식사 대용  두부텐더 콥샐러드 를 출시한다고 7일 밝혔다  이디야커피는 지난 4월  건강한 깔끔한끼  콘셉트로 든든한 식사 대용 샐러드를 출시한 바 있다  코로나19의   
커피 티 전문기업 쟈뎅  추석선물 기획전  최대 43  할인,커피와 티 전문기업 쟈뎅은 공식 온라인몰 쟈뎅숍에서  추석 선물 세트 기획전 을 열어 제품을 최대 43    판매 대상 품목은  올더타임 아워티 선물세트    올어바웃 밀크티 선물세트    쟈뎅 커피앤티 선물세트    
커피 매일 마시면 우리 몸에 일어날 수 있는 놀라운 일  건강 톡 ,하루에 최대 3잔의 커피를 마시면 심장을 보호할 수 있다는 새로운 연구 결과가 나왔다  적당한 양의 커피를 마시면 컴퓨터 요통도 완화할 수 있다  6일 한국식품커뮤니케이션포럼 KOFRUM 에 따르면 미국의 시사 전문   
 커피  생산 차질에 이어 가격  급등  언제쯤 해소될까 ,국내외 트렌드 분석을 통해  작은 사치 로 불리면서 세대를 넘나드는 기호 식품으로 성장한  커피    커피 생산과 유통에 빨간 불이 켜지면서 가격도 오르고 있습니다  브라질에 이어 전 세계 커피 생산국 2위   
 지훈아  카드 깡  가능해   비  동창 김무열 커피차 응원 인증,가수 겸 배우 비 정지훈 가 동창 김무열로부터 받은 커피차 선물을 인증했다  비는 9일 오후 자신의 SNS에 영화  보이스 의 김무열로부터 받은 커피차 선물 사진을 공개했다  사진 속 파란 깅엄체크 셔츠와 청바지 차림의   
 유퀴즈  박지성  맨유 베네핏  시계 커피머신 외제차까지 ,시계도 있고 커피머신  자동차도 있었다 고 밝혔다  유재석의  차를 얼마나 할인해줬나 라는 질문에는  그냥 주셔서 타고 다녔었다 고 말해 모두를 깜짝 놀라게 했다  조세호는  맨유 선수단복도 명품브랜드에서   
정동원  소름  옹성우  커피 한잔 할까요    카카오TV 하반기 라인업 공개, 소름   커피 한잔 할까요    그림자 미녀  등의 카카오TV 라인업이 공개됐다  신규 카카오TV 오리지널    이어 옹성우와 박호산이 사제 케미를 뽐낼 감성 휴먼 드라마  커피 한잔 할까요  도 올 하반기 카카오TV   
 류수영   박하선  남편 말고 누구에게 커피차 받았나  TEN  ,배우 박하선이 한효주의 커피차 선물에 행복감을 드러냈다  박하선은 지난 8일 인스타그램에  오늘 마침    사진 속 박하선은 한효주가 응원차 보내준 커피차 앞에서 포즈를 취하고 있다  작은 얼굴 속 사랑스러운 미소가   
  당국 주택 커피숍에서 과외 등 사교육 금지,중국이 과외 교사가 주택  커피숍 같은 장소에서 수학 등 학과목의 교습을 하는 것을 금지했습니다  중국 교육 당국은 현지 시간 8일 편법 사교육 단속에 관한 통지문에서  일부 지방에서 사교육이  지하 로 들어가는 등   
드롱기  홈커피 시장서 네슬레 잡기 위해 대대적 홍보 나서,이들을 내세운 네슬레 네스프레소와 드롱기의 퍼펙토가 홈커피 시장에서 격전을 벌이고 있다  특히    이태리어로  완벽한 이라는 의미의 퍼펙토 Perfetto 를 내세워 신선한 원두와 드롱기 커피머신을 활용  완벽한 커피의   
채널명,내용
커피 조심해야 할 복용약 5,커피는 식후 두 시간이 지나고 마시는 게 좋다  그래야 철분 등 영양소를 제대로 흡수할 수 있기 때문이다  약과의 관계도 비슷하다  커피는 약의 흡수  분배  대사  그리고 배설에 영향을 미친다  약효를 최대한 얻으려면   
혜리  커피차 선물에 감동  우리 팬들이 보내주셨다 ,공개된 사진 속 혜리는 팬들이 보내준 커피차 앞에서 포즈를 취하고 있다  그는  출근하자마자 너무 고마운 마음에 찰칵 찰칵  덕분에 너무 행복해요  오늘도 힘내볼게요  라고 전했다  이를 본 팬들은  언니가 좋아해줘서   
영도 로컬커피 전문가 양성과정  맛있는 커피클래스  본격 운영,부산시 영도구 구청장 김철훈 는 지난 9월 7일 영도창업지원센터에서 영도 로컬커피 전문가 양성과정  맛있는 커피클래스  개강식을 개최하였다   맛있는 커피클래스 는 지난해의 높은 만족도에 이어 올해도   
커피베이  베스트 메뉴  카야 토스트  리뉴얼 출시,커피베이가 베스트 메뉴  카야 토스트 를 한국인의 입맛에 맞춰 다양한 맛으로 리뉴얼 출시한다고 8일 밝혔다   더블 버터 카야 토스트 는 버터의 진한 고소함과 달콤함을 즐길 수 있고   트리플 치즈 카야 토스트 는 체다   
 명품커피  일리카페  구독경제 참여   에브리데일리  론칭 이벤트,이탈리아 명품 커피 브랜드 일리카페가 홈카페 정기구독 서비스 론칭을 기념한 이벤트를 펼친다  일리카페는 9월 6일 공식 사이트를 통해 커피 캡슐을 정기적으로 배송하는 커피 구독 서비스  에브리 데일리 EVERY   
이디야커피  실속형 홈카페 추석 선물세트 출시,이디야커피는 추석을 앞두고 다양한 홈카페 제품으로 구성된 선물세트를 한정 수량으로 출시했다고 6일 밝혔다  올해 선물세트는  비니스트 올인원 선물세트  커피믹스 선물세트  캡슐커피 선물세트  캠핑   
박하선  한효주 커피차에 든든   동이  우정은 계속,박하선이 한효주의 커피차에 감사인사를 전했다  배우 박하선은 8일 오후 자신의 인스타그램을 통해  오늘    이번에 공개된 사진에는 한효주가 MBC 새 금토드라마  검은 태양  촬영현장에 보내준 커피차 앞에서 인증샷을   
커피전문점  중간 가격대  이디야커피 커피베이  주목받는 이유,커피전문점 시장의 경우 테이크아웃 위주의 저가 커피가 대세를 이루면서 급성장했다  아메리카노 한 잔 가격대가 1500원 정도 하는 저가 커피는 빽다방을 필두로 빅4 브랜드만 올 한 해 신규 점포가 1천 개를 훌쩍 넘겨   
오스너  스팀다리미 커피머신 최대 42  할인 가을맞이 이벤트, 노지훈 스팀다리미   노지훈 커피머신 으로 알려진 생활가전 전문 브랜드 오스너는 오는 30일까지 최대 42    반자동 커피머신  드 바리스타 와  예가다이얼  등 다양한 할인 제품을 만나볼 수 있다  이 중  듀얼스팀아이언   
커피베이  JTBC 드라마  인간실격  제작지원,코로나19에도 불구하고 공격적인 마케팅을 펼치고 있는 카페 프랜차이즈 커피베이가 JTBC 10주년 특별기획    카페창업 전문 커피베이는 드라마 속에서 인기 메뉴  매장 인테리어 등을 자연스럽게 노출할 예정이며  등장   
채널명,내용
커피베이  베이커리  디저트 라인업 강화  메뉴 경쟁력 높인다 ,유지민 기자  커피베이는 간편하게 즐길 수 있는 식사대용 베이커리 메뉴를 적극 전면에 내세워 경쟁력을 높여나갈 계획이라고 9일 밝혔다  커피베이는 베이커리와 디저트 메뉴 경쟁력 제고를 위해 앞서 맛과 합리적인   
김고은  커피차 앞 환한 웃음  보기만 해도 싱그럽네,김고은이 커피차 선물에 감사를 표했다  배우 김고은은 지난 7일 오후 자신의 인스타그램 스토리를 통해    마련된 커피차 앞에서 포즈를 취하고 있는 김고은의 모습이 담겨 있다  무엇보다 김고은은 환하게 웃으며   
이디야커피  실속형 선물세트   올 추석에는 홈카페를 선물하세요,집에서 커피와 디저트를 즐기는 홈카페 문화가 확산하면서 홈카페 제품이 새로운 명절 선물 트렌드로 자리 잡아가고 있다  지난 2012년부터 매년 명절 시즌마다 선보이고 있는 이디야커피 선물세트는 올해도 추석을   
 커피 자루 가방 호텔 침구 방석  롯데온   우수 업사이클 제품 특별전  진행,대표적인 브랜드로 커피 원두 자루와 한지 가죽  자투리 가죽 등으로 가방을 제작하는  할리케이 와  마켓발견   버려지는 호텔 침구와 자투리 매트리스 등을 활용해 반려동물의 방석 등을 제작하는  레미디  등이 있다  이   
 신제품  오리온 배스킨라빈스 이디야커피 외,이디야커피는 개인 취향에 맞게 선택하고 즐길 수 있는 홈카페 선물세트를 한정 수량으로 출시했다       이디야커피  실속형 홈카페 추석 선물세트 판매 이디야커피는 추석을 앞두고 개인 취향에 맞게 선택하고 즐길 수   
드립백커피로  나만의 홈카페  안전하게 ,문제적커피에서는 최근 코로나19의 장기화로 카페에 가지 못하는 커피마니아들을 위해 누구나 쉽게 내려 마실 수 있는 드립백 형태의 커피를 출시  소비자들에게 매력적인 홈카페를 제공하겠다고 밝혔다  이미 오래전부터   
대용량 커피 속속 출시 시장은 여전히 성장,커피 프랜차이즈는 대용량 커피 제품을 속속 출시하고 있다  비엔나커피하우스는 집에서 보내는  홈카페족 을 위한 대용량 파우치 액상커피를 출시했다고 8일 밝혔다  이 제품은 아이스용으로 제품 하나당 1리터 L 며   
 일사일언  뜨거운 커피에 얼음 한 개,살갑지 않은 아저씨의 태도가 다소 딱딱하게 느껴지기도 했지만 카페가 조용하고 커피가 맛있어서 좋았다  커피 만들기 귀찮은 날이나 남이 타준 커피가 그리운 날엔 반드시 이 가게를 찾았다  임신을 하면서 한동안 커피를   
 차 부르면 커피도 온다  티오르  앱 홍보 이벤트 실시,통합 시승 플랫폼  티오르  TIOR 가 자동차 시승을 완료한 고객 전원에게 커피 기프티콘을 증정하는 이벤트를 실시하며 시승 서비스 알리기에 나섰다  티오르는 오는 14일까지 시승을 완료하면 커피 기프티콘을 제공하는   
사천 카페를 대표하는  프리미엄 커피숍  여유커피 오픈,사천관광호텔 로비 1층에 프리미엄 커피숍  여유커피 가 오픈한다  여유커피는 수준 높은 디저트와 브런치를 추구하는 프리미엄 커피숍이다  넓은 주차 공간을 제공하며  단체 미팅이 가능하다는 점이 특징이다  특히   
채널명,내용
춘천커피도시페스타 메타버스 누적 접속 101만 건,강원 춘천 커피축제  춘천커피도시페스타 의 메타버스 플랫폼 누적 접속 건수가 100만 건을 넘어서며 호응을 얻고 있다  7일 강원정보문화진흥원에 따르면 지난 3일 플랫폼 오픈 이후 6일까지 누적 접속 건수는   
 춘천  춘천커피도시페스타  온라인 조회 100만 돌파,메타버스 플랫폼으로 주목 6일까지 101만7천여뷰 기록 춘천시가 주최하고 강원정보문화진흥원이 주관해 진행 중인 커피축제  춘천커피도시페스타 의 온라인 메타버스 플랫폼 누적 조회 수가 100만뷰를 넘어서며   
티오르  시승 고객에게 커피 기프티콘 제공  시승 서비스 활성화 ,티오르가 자동차 시승을 완료한 고객 전원에게 커피 기프티콘을 증정하는 이벤트를 실시하며 시승 서비스 활성화에 나선다고 7일 밝혔다  티오르는 9월을 맞아 시승을 완료하면 커피 기프티콘을 제공하는 고객 감사   
반달커피  페이타랩과 스마트오더  패스오더  도입 협약,페이타랩은 프랜차이즈 카페 반달커피와  패스오더  도입을 위한 업무협약을 체결했다고 8일 밝혔다  이번 협약을 통해 양사는  반달커피 매장 내 패스오더 도입  마케팅 기회 창출 등을 공동으로 추진해 나가기로 했다    
 천자 칼럼  커피나무의 멸종 ,커피나무는 아프리카와 아시아 열대지방에 약 40종이 자생한다  브라질과 콜롬비아는 세계 1  3위 커피 생산국이지만 남미에 커피나무가 전해진 것은 18세기에 들어서였다  마침 두 나라는 커피 재배가 가능한  커피   
칼디커피  추석선물로 특별한 커피 선물 선보여, 베트남 위즐 커피  칼디커피 가 추석선물로 특별한 커피 선물을 선보여 30  40 직구족들의 이목을 끌고 있다고 밝혔다  베트남은 수년간 연 250만 명 이상의 국내 관광객이 방문한 여행지이며 커피의 나라다    
 포토  메가커피   2021 올해의 브랜드 대상  카페프랜차이즈 부문 수상,올해의 카페프랜차이즈 부문을 수상한 앤하우스 브랜드명 메가커피  김대영 대표 오른쪽 와 이장우 한국소비자포럼 기업위원장이 포즈를 취하고 있다   올해의 브랜드 대상 은 매년 대국민 소비자 투표를 통해 한 해를   
일리카페  홈카페 구독 서비스 론칭 커피머신 증정 이벤트,이탈리아 커피 브랜드 일리카페가 홈카페 정기구독 서비스  에브리 데일리  론칭 기념 이벤트를 실시한다고 7일 밝혔다  에브리 데일리는 커피 캡슐을 정기적으로 배송 받는 커피 구독 서비스로 지난 6일 일리카페   
커피 원두값 상승에 캡슐커피 뜬다,네슬레코리아  스타벅스 앳홈 캡슐 판매 전국 스타벅스 매장으로 확대    한스경제 양지원 기자 국내 원유와 국제커피 원두 가격 인상으로 커피값 인상이 예고되면서  홈카페족 의 캡슐커피 수요가 늘어날 전망이다    
2021 커피콘서트     첼리스타 첼로 앙상블  가을산책 ,가을을 물들이는 12대의 첼로 선율 가을의 시작을 알리는 9월  인천문화예술회관의 대표브랜드 공연  커피콘    커피콘서트   첼리스타 첼로 앙상블  가을산책 은 코로나19 사회적 거리두기 방침에 따라   
채널명,내용
커피원두 가격 인상에   홈카페족 캡슐커피족 몰려든다,이투데이 김혜지 기자   원유 원두 가격 올라 커피값 인상 초읽기 커피업계 수요 증가에 발빠른 대응 사회적 거리두기 정책의 장기화로  커피 소비지형 이 크게 바뀌면서 홈카페족이 늘고 있다  여기에 국내 원유  국제   
춘천 커피도시페스타 메타버스 100만뷰 돌파,춘천의 커피축제인  커피도시페스타 의 온라인 메타버스 플랫폼 조회수가 개막 나흘 만에 백만을 돌파했습니다  강원정보문화진흥원은 춘천 커피도시페스타 개막일인 지난 3일부터 나흘간  3차원 가상세계인   
커피바리스타학과 수험생  실무능력 교육 선호하는 경우 많아,커피바리스타학과를 희망하는 학생들은 대학을 알아보면서 바리스타전문학교도 같이 알아보는 경우가    자격증  커피 자격증  사케 자격증 등 식음료에 대해 지식을 쌓고 평균 1인 10개 이상 자격증을 졸업과 동시에   
닥터바리스타 버터커피  캐시워크 돈버는퀴즈 정답  궁금증 , 닥터바리스타 버터커피 돈버는퀴즈 정답이 공개됐다  8일 오후 12시 캐시워크 닥터바리스타 버터커피 문제가 출제됐다  이날 공개된 문제는 캐시워크 돈버는퀴즈 앱에서 확인할 수 있다  정답은   이다  한편   
제주관광대 관광호텔조리과  커피바리스타 비교과 프로그램 진행,제주관광대 관광호텔조리과가 커피바리스타 프로그램을 진행해 바리스타 2급 자격증 시험에서 27명의 합격자를 냈다  사진 제주관광대   제주관광대학교 총장 김성규  관광호텔조리과가 재학생을 대상으로 커피바리스   
독일 커피 브랜드 밀리타  9월 한 달간 추석맞이 할인 이벤트 전개,113년 전통 독일 커피 명가 밀리타코리아에서 9월 한 달간 추석맞이 이벤트를 실시한다고 밝혔다  금번    전자동커피머신  유통기한 임박상품  믹스커피  제품 포장 B급 상품 등 다양하게 구성돼 있다  해당 기간 동안   
커피베이  JTBC 드라마  인간실격  제작지원,  커피베이 커피베이는 7일 새 드라마  인간실격 을 제작지원 한다고 밝혔다  지난 4일 첫 방송을 시작한 JTBC 10주년 특별기획 토일 드라마  인간실격  극본 김지혜  연출 허진호 박홍수 은 인생의 내리막길 중턱에서   
 커피나무는 국가적으로도 중요한 고부가가치산업 ,현대경제연구원이 2019년 발표한 보고서에 따르면 2018년 기준 한국 성인 연간 커피 소비량은 1인당 353잔으로 세계 인구 1인당 연간 커피 소비량인 132잔의 2 7배에 달한다   커피공화국 이라 불리는 한국에 걸맞은 숫자다    
바리스타학교 한호전  커피바리스타학과 창업맞춤과 실무능력 향상 교육,2년제 커피바리스타학과 와인소믈리에학과정  2년제 호텔제과제빵학과정으로 구성되어 있다  학교 관계자는  기존 바리스타대학교 및 전문대바리스타학과  와인소믈리에학과  커피학과  식음료학과  바텐더학과 등과   
커피와 당신의 추억  29초로 펼쳐보세요,커피를 사랑하는 모든 이의 이야기를 영상으로 나누고 즐기는 제6회 커피 29초영화제가 열린다  한국경제신문사가 주최하고  청춘  커피 페스티벌 이 후원하며 29초영화제사무국이 주관한다  출품 기간은 7일부터   
채널명,내용
 글로벌 트렌드  코로나 시대로 인스턴트 커피 수요 시장 확대,2019년에 비해 2020년에 온라인 커피 판매가 약간 증가하기는 했으나 유통구조에 있어 여전히 오프라인    캡슐 커피 부문이 압도적이다  이러한 트렌드를 반영한 지표가 바로 Nescafe  Jacos 및 Mokate 등 인스턴트 커피   
도로시커피팩토리  당일 로스팅 원두 맞춤 주문 서비스 제공,사진제공  도로시커피팩토리 도로시커피팩토리 엔제이씨앤아이 가 특별한 홈카페 아이템을 찾는 이들을 위해 당일 로스팅 원두 맞춤 주문 서비스를 제공한다고 전했다  도로시커피팩토리는 맞춤 원두 브랜드로  개개인의   
이탈리아 커피 명가 일리카페도 정기 구독으로 마신다,일리커피를 집에서 편하게 배달 받아 마실 수 있는 길이 열렸다  이탈리아 명품 커피 브랜드 일리카페는 홈카페 정기구독 서비스  에브리 데일리 EVERY DAILLY  를 론칭하고 9월 6일부터 공식 사이트를 통해 선보인다    
 RCY 커피프렌즈 취약계층 지원 커피로스팅 봉사활동,대한적십자사제주특별자치도지사 회장 오홍식 는 9월 7일 제주적십자사 RCY 회원 등 6명이 참여한 가운데 취약계층 지원을 위한  RCY 커피프렌즈  커피로스팅 봉사활동을 실시했다  이 날 활동은 로스팅한 커피 원두를   
이병환 성주군수  성주군 67동기회 커피머신 기탁식,이병환 성주군수는 9일 오후 성주지역자활센터에서 열리는  성주군 67동기회 커피머신 기탁식 에 참석한다 
더치앤빈커피  추석 선물세트 3종 출시,사진 더치앤빈커피  세계비즈 박보라 기자  커피 프랜차이즈 더치앤빈커피 DUTCH BEAN 가 추석을 맞이하여  추석 선물세트 3종 을 선보인다고 7일 밝혔다  더치앤빈은 자체 생산 로스팅 시스템을 통한 원두로 더치커피를   
이디야커피  다양한  착즙주스  신제품 출시,이디야커피는  착즙주스 의 신제품을 출시하며 RTD Ready To Drink  라인업을 강화한다고 밝혔다  지난해 7월 선보인  착즙주스 에 이어  감귤 한라봉 주스 와  청포도 케일 주스 를 새로 선보인다  이디야커피의  착즙주스 는   
 커피업계의 발걸음  스타벅스 가을시즌 돌입  ,뷰어스 심영범 기 자 6일 커피업계의 키워드는 가을과 한가위다  스타벅스는 블랙 글레이즈 라떼를 비롯해    이디야커피는  비니스트 올인원 선물세트  커피믹스 선물세트  캡슐커피 선물세트  캠핑 선물세트   
 K의 기원을 찾아서 한국인이 커피의 산미를 좋아하지 않는 이유 1,한국인은 왜 신 커피를 싫어하는가 커피의 미묘한 향과 신 맛 산미 을 잘 살려내기로 유명한 오랜 단골 카페에 들렀다  예전보다 산미가 많이 줄어든 느낌이 들어 사장님에게 물어보자   신 맛 나는 커피라면 무조건   
도로시커피팩토리  커피 마니아들을 위한 커피원두 당일 로스팅 서비스 개시,사진제공  도로시커피팩토리 엔제이씨앤아이의 맞춤 커피 전문 브랜드 도로시커피팩토리가 커피 마니아들을 위해 커피원두 당일 로스팅 서비스를 개시했다고 밝혔다  도로시커피팩토리는 기존의 원두 브랜드와의   
채널명,내용
바다  자기야 물 끓여    10살 연하 남편과 커피 마실 생각에 미소,따뜻한 커피 땡기겠 a     쟈기야 물끓여     라는 글과 함께 한 장의 사진을 게재했다  공개한 사진에는    바다는 날씨가 점점 쌀쌀해지고 있지만 아이스 아메리카노를 마셨다면서 더 추워지면 따뜻한 커피를   
